source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T1,T2,0,0.0,0.8216715946838076,0.8216715946838076,<--,"(0,0) <-- (1,0)"
T1,T2,1,0.018926638750370005,0.023491756183635217,0.023491756183635217,<->,"(0,-1) <-> (1,0)"
T1,C,0,9.021804304067377e-180,0.28048311111971735,0.28048311111971735,-->,"(0,0) --> (4,0)"
T1,u1,0,0.01792198023860154,0.02368730463742447,0.02368730463742447,<--,"(0,0) <-- (6,0)"
T1,u2,0,0.00044869130549492556,-0.035112934404287685,0.035112934404287685,<--,"(0,0) <-- (7,0)"
T2,T1,0,0.0,0.8216715946838076,0.8216715946838076,-->,"(1,0) --> (0,0)"
T2,T1,1,4.942253309439831e-05,0.04060628456751378,0.04060628456751378,-->,"(1,-1) --> (0,0)"
T2,T1,2,1.2153020491542562e-77,-0.18506911583510088,0.18506911583510088,-->,"(1,-2) --> (0,0)"
T2,C,0,2.4576706327524983e-195,0.2919363776998422,0.2919363776998422,-->,"(1,0) --> (4,0)"
T2,u2,0,3.0220576373766237e-06,0.046694538006896866,0.046694538006896866,<--,"(1,0) <-- (7,0)"
T3,C,1,0.026243633152788336,0.0222448235498941,0.0222448235498941,-->,"(2,-1) --> (4,0)"
T3,P,2,0.020434420276331446,0.023203417407618512,0.023203417407618512,o->,"(2,-2) o-> (5,0)"
T3,u3,0,4.1366221946926194e-27,0.10755850330875759,0.10755850330875759,<--,"(2,0) <-- (8,0)"
T4,C,2,0.025193489682540114,0.022401029957918945,0.022401029957918945,-->,"(3,-2) --> (4,0)"
T4,u4,0,1.1724745686056063e-23,0.10005021737376152,0.10005021737376152,<--,"(3,0) <-- (9,0)"
C,T1,0,9.021804304067377e-180,0.28048311111971735,0.28048311111971735,<--,"(4,0) <-- (0,0)"
C,T2,0,2.4576706327524983e-195,0.2919363776998422,0.2919363776998422,<--,"(4,0) <-- (1,0)"
C,u3,0,0.01297818248315468,0.024854132037754932,0.024854132037754932,<--,"(4,0) <-- (8,0)"
P,T3,1,0.018320275617952065,0.02360818468661543,0.02360818468661543,<->,"(5,-1) <-> (2,0)"
P,T3,2,0.0054535099253820865,0.02780428252561664,0.02780428252561664,<->,"(5,-2) <-> (2,0)"
P,u1,0,0.002646353367716812,0.03007887039988391,0.03007887039988391,<--,"(5,0) <-- (6,0)"
P,u2,0,0.002249404266381746,0.03057275255493376,0.03057275255493376,<--,"(5,0) <-- (7,0)"
P,u3,0,0.00145486218502922,0.0318567974790551,0.0318567974790551,<--,"(5,0) <-- (8,0)"
P,u4,0,0.020110799258708636,0.023259959747594983,0.023259959747594983,<--,"(5,0) <-- (9,0)"
u1,T1,0,0.01792198023860154,0.02368730463742447,0.02368730463742447,-->,"(6,0) --> (0,0)"
u1,T1,1,0.0,0.49277445411437826,0.49277445411437826,-->,"(6,-1) --> (0,0)"
u1,T1,2,6.69326489126178e-63,0.16636993527512356,0.16636993527512356,-->,"(6,-2) --> (0,0)"
u1,P,0,0.002646353367716812,0.03007887039988391,0.03007887039988391,-->,"(6,0) --> (5,0)"
u1,P,1,7.142316869335837e-101,0.21098664937457,0.21098664937457,-->,"(6,-1) --> (5,0)"
u1,P,2,1.2114718408461037e-47,0.14437338733595292,0.14437338733595292,-->,"(6,-2) --> (5,0)"
u2,T1,0,0.00044869130549492556,-0.035112934404287685,0.035112934404287685,-->,"(7,0) --> (0,0)"
u2,T1,1,0.0,-0.39337751468798254,0.39337751468798254,-->,"(7,-1) --> (0,0)"
u2,T1,2,1.1286820548317196e-116,-0.22680462362919998,0.22680462362919998,-->,"(7,-2) --> (0,0)"
u2,T2,0,3.0220576373766237e-06,0.046694538006896866,0.046694538006896866,-->,"(7,0) --> (1,0)"
u2,T2,1,5.142185495890178e-158,0.2632282371158199,0.2632282371158199,-->,"(7,-1) --> (1,0)"
u2,T2,2,5.184243116337814e-17,-0.08372951067193604,0.08372951067193604,-->,"(7,-2) --> (1,0)"
u2,P,0,0.002249404266381746,0.03057275255493376,0.03057275255493376,-->,"(7,0) --> (5,0)"
u2,P,1,1.1894495767847982e-114,0.2248478277986523,0.2248478277986523,-->,"(7,-1) --> (5,0)"
u2,P,2,1.5355090921276594e-35,0.1240592445031243,0.1240592445031243,-->,"(7,-2) --> (5,0)"
u3,T3,0,4.1366221946926194e-27,0.10755850330875759,0.10755850330875759,-->,"(8,0) --> (2,0)"
u3,T3,1,0.0,0.56323552464133,0.56323552464133,-->,"(8,-1) --> (2,0)"
u3,T3,2,5.94985192568893e-153,0.2590823272311729,0.2590823272311729,-->,"(8,-2) --> (2,0)"
u3,C,0,0.01297818248315468,0.024854132037754932,0.024854132037754932,-->,"(8,0) --> (4,0)"
u3,C,1,1.1376055804068808e-15,0.0800437039657852,0.0800437039657852,-->,"(8,-1) --> (4,0)"
u3,P,0,0.00145486218502922,0.0318567974790551,0.0318567974790551,-->,"(8,0) --> (5,0)"
u3,P,1,2.526124259668234e-109,0.21962389506143248,0.21962389506143248,-->,"(8,-1) --> (5,0)"
u3,P,2,8.328642164330997e-22,0.09583035847534165,0.09583035847534165,-->,"(8,-2) --> (5,0)"
u4,T4,0,1.1724745686056063e-23,0.10005021737376152,0.10005021737376152,-->,"(9,0) --> (3,0)"
u4,T4,1,0.0,0.5495230129989616,0.5495230129989616,-->,"(9,-1) --> (3,0)"
u4,T4,2,2.2123187751012953e-138,0.24664462135510778,0.24664462135510778,-->,"(9,-2) --> (3,0)"
u4,C,1,1.411584366731057e-50,0.1488470445797039,0.1488470445797039,-->,"(9,-1) --> (4,0)"
u4,P,0,0.020110799258708636,0.023259959747594983,0.023259959747594983,-->,"(9,0) --> (5,0)"
u4,P,1,4.1420295028273373e-92,0.20164819234086262,0.20164819234086262,-->,"(9,-1) --> (5,0)"
u4,P,2,1.4697191763992673e-34,0.12226132488291172,0.12226132488291172,-->,"(9,-2) --> (5,0)"
