source_row_index,time,X1A,Y1A,X2A,Y2A,X3A,Y3A,X4A,Y4A,X5A,Y5A,X1B,Y1B,X2B,Y2B,X3B,Y3B,X4B,Y4B,s1,c1,s2,c2,s3,c3,L_A,G_A,X0_A,Y6_A,L_B,G_B,X0_B,Y5_B,H1,H2,H3,time_hours
4,2.2222222222222223,0.2639126183520667,0.1505504720456179,0.1366506205608202,0.0916466690549666,0.0871450589622034,0.0677930899962798,0.0662843663079792,0.0572722201546276,0.0564210905769011,0.0518521613855424,0.2481671618647219,0.1378159141223043,0.1220130153973799,0.0813817958167027,0.0764646496640835,0.0610598495886871,0.0591856572539182,0.0529472276463526,0.391990288404821,0.0,0.2583041900481445,0.0,-0.3981872590560212,0.0,8.0,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.1175970865214462,0.0516608380096288,-0.0716737066300838,2.2222222222222223
14,7.777777777777778,0.2546927070881555,0.1397837440651004,0.1269307051495169,0.0831843404583599,0.0784313520035642,0.0624470259848504,0.060849789316186,0.05394339167374,0.0536467353114705,0.0506358068112879,0.2363044182534306,0.130449616469712,0.1138011652258249,0.0770191905177431,0.0713860195507624,0.0580462342304029,0.0565594017658188,0.0522196625380654,-0.4229059349424294,0.0,-0.81718355010166,0.0,-0.3981872590560212,0.0,8.400305493134933,50.0,0.6,0.05,7.5,50.0,0.6,0.05,-0.1268717804827288,-0.163436710020332,-0.0716737066300838,7.777777777777778
24,13.333333333333332,0.2403027600289287,0.1264724568427945,0.1187652131378169,0.076456625148762,0.07453492117375,0.0596272631437619,0.0585746415829358,0.0527948082015381,0.0528591540363831,0.0504847287021518,0.232089001837401,0.1285438870394488,0.1122237341070701,0.0764452590829546,0.0710496440559327,0.0578879972311669,0.0565174660325398,0.0520809322074937,-0.9222320302785104,0.0,0.7955785024730946,0.0,-0.7553770893913289,0.0,8.400305493134933,57.94427601939151,0.6,0.05,7.5,50.0,0.6,0.05,-0.2766696090835531,0.1591157004946189,-0.1359678760904392,13.333333333333332
34,18.88888888888889,0.2573250976552988,0.1339360033830915,0.124602363552578,0.0789598241017837,0.0766321078430002,0.060725425667612,0.0593038094822072,0.0528963075515517,0.0528529497938611,0.050527736166112,0.2320002862676827,0.1287086578888455,0.1124114000985238,0.0764058561146603,0.0707874589351822,0.0581401691360075,0.05645987232512,0.0518144827002739,-0.9222320302785104,0.0,0.7955785024730946,0.0,-0.7553770893913289,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.05,7.5,50.0,0.6,0.05,-0.2766696090835531,0.1591157004946189,-0.1359678760904392,18.88888888888889
44,24.444444444444443,0.2489658455746687,0.1209104492469512,0.1108883670361363,0.0639527893155632,0.0615255175332788,0.0451434558249117,0.0435162762713378,0.0366894721554459,0.0368927331580576,0.034337147117164,0.2347674260542719,0.1294417015434839,0.113096744776475,0.0771456217929133,0.0710744968115912,0.0582008560592177,0.056250410216783,0.052213459979238,-0.6560996212890956,0.0,0.7955785024730946,0.0,-0.3867614533225803,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,7.5,50.0,0.6,0.05,-0.1968298863867287,0.1591157004946189,-0.0696170615980644,24.444444444444443
54,30.0,0.2520943071414879,0.1207217268568922,0.112094146349759,0.0644886559062043,0.0615366398895613,0.0449972703869817,0.0435866007858506,0.0366382100549997,0.0367245180279283,0.0345836879082168,0.223318803974456,0.1235975431774405,0.1056091994082516,0.0733518371429689,0.0673972394546917,0.0570362523655643,0.0548157651989379,0.0520428892719342,-0.6560996212890956,0.0,-0.6514336734398033,0.0,-0.3867614533225803,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,50.0,0.6,0.05,-0.1968298863867287,-0.1302867346879606,-0.0696170615980644,30.0
64,35.55555555555556,0.2529003942318337,0.1210799857781808,0.1122974435468305,0.0643463165107522,0.0617949844660945,0.0450864049787728,0.043725699441263,0.0362289273062425,0.0373638256791018,0.0345392347478329,0.2162971319965407,0.114353515461206,0.1005807492596934,0.0696230940115774,0.065281107202183,0.0559432122154477,0.0541967913422886,0.0514729484122088,-0.5626720304748271,0.0,-0.6514336734398033,0.0,-0.2770895585828411,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.6,0.05,-0.1688016091424481,-0.1302867346879606,-0.0498761205449114,35.55555555555556
74,41.11111111111111,0.2498563930188386,0.1199324820681465,0.1112467315342094,0.0639292546136524,0.0614187113776945,0.0446835959039284,0.0438857750238557,0.0361198315346791,0.0374503870322866,0.0343649888482036,0.1826163466675951,0.101314315348079,0.0906358808454566,0.065960372823017,0.0624337206414237,0.054867833922561,0.0531511318310581,0.0510741032225191,-0.9456375256542447,0.0,-0.8326504192858863,0.0,-0.2540663885148469,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.05,-0.2836912576962734,-0.1665300838571772,-0.0457319499326724,41.11111111111111
84,46.66666666666666,0.2515651901572452,0.1208286399234877,0.1116283549549062,0.0643268918424641,0.0614829167638882,0.0448881429845648,0.0439981606743742,0.0361048999929249,0.0374465447258761,0.0344846217676004,0.2344958178242013,0.1662123711384344,0.1569999366111421,0.1368488885863465,0.1335660139437002,0.1273847991532246,0.1258285242127466,0.1241983578025071,-0.7528828555408751,0.0,-0.8326504192858863,0.0,0.574892995946807,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,-0.2258648566622625,-0.1665300838571772,0.1034807392704252,46.66666666666666
94,52.22222222222222,0.2759093731400833,0.1324473944457125,0.1244415585694384,0.069282628161552,0.0672144817313208,0.0471580215080802,0.0465670098427028,0.0369315146049195,0.0385741219319049,0.0348162639582782,0.2468190638275567,0.1710098713128718,0.1605146689282575,0.1380396623883362,0.1344568606862695,0.1280487275500799,0.1260862979066496,0.1242100481439588,0.9101874999426052,0.0,-0.359647181985573,0.0,0.574892995946807,0.0,8.950622172006547,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.2730562499827815,-0.0719294363971146,0.1034807392704252,52.22222222222222
104,57.77777777777777,0.2868773060926999,0.1501389883027827,0.1334815315421133,0.0776020095553875,0.0726749787386571,0.0512775335966328,0.0488956657716604,0.0385357544165048,0.0393143549841166,0.0355113884021899,0.2466728672930169,0.1708765692042579,0.1605052449184598,0.1378778881435784,0.1341892043956306,0.128160390000948,0.125803192073781,0.1236171268847096,0.9101874999426052,0.0,0.4712970777950346,0.0,0.4114899933019158,0.0,8.950622172006547,49.358699056874414,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.2730562499827815,0.0942594155590069,0.0740681987943448,57.77777777777777
114,63.33333333333333,0.249084268459012,0.1332967857430799,0.1185541397529714,0.07065183220695,0.0667081688742649,0.0486154540718349,0.0467725751370253,0.0376481227844538,0.0387475854298116,0.0351536068229592,0.2464533296072675,0.1710870093194107,0.160296837227266,0.1376975565723712,0.1340921251634423,0.1281278641597772,0.1257788224145298,0.1235747742318283,0.9101874999426052,0.0,0.4712970777950346,0.0,0.4114899933019158,0.0,8.950622172006547,49.358699056874414,0.5606064853638627,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.2730562499827815,0.0942594155590069,0.0740681987943448,63.33333333333333
