source_row_index,time,X1A,Y1A,X2A,Y2A,X3A,Y3A,X4A,Y4A,X5A,Y5A,X1B,Y1B,X2B,Y2B,X3B,Y3B,X4B,Y4B,s1,c1,s2,c2,s3,c3,L_A,G_A,X0_A,Y6_A,L_B,G_B,X0_B,Y5_B,H1,H2,H3,time_hours
4,2.2222222222222223,0.264,0.146,0.138,0.094,0.08,0.064,0.062,0.062,0.064,0.056,0.246,0.146,0.114,0.09,0.074,0.048,0.072,0.062,0.391990288404821,0.0,0.2583041900481445,0.0,-0.3981872590560212,0.0,8.0,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.1175970865214462,0.0516608380096288,-0.0716737066300838,2.2222222222222223
14,7.777777777777778,0.258,0.138,0.138,0.086,0.078,0.064,0.066,0.06,0.056,0.058,0.244,0.124,0.112,0.072,0.072,0.066,0.06,0.048,-0.4229059349424294,0.0,-0.81718355010166,0.0,-0.3981872590560212,0.0,8.400305493134933,50.0,0.6,0.05,7.5,50.0,0.6,0.05,-0.1268717804827288,-0.163436710020332,-0.0716737066300838,7.777777777777778
24,13.333333333333332,0.244,0.126,0.12,0.084,0.074,0.052,0.048,0.052,0.046,0.052,0.226,0.126,0.106,0.074,0.068,0.062,0.064,0.052,-0.9222320302785104,0.0,0.7955785024730946,0.0,-0.7553770893913289,0.0,8.400305493134933,57.94427601939151,0.6,0.05,7.5,50.0,0.6,0.05,-0.2766696090835531,0.1591157004946189,-0.1359678760904392,13.333333333333332
34,18.88888888888889,0.252,0.134,0.128,0.086,0.074,0.062,0.06,0.048,0.042,0.042,0.236,0.128,0.106,0.074,0.068,0.056,0.056,0.064,-0.9222320302785104,0.0,0.7955785024730946,0.0,-0.7553770893913289,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.05,7.5,50.0,0.6,0.05,-0.2766696090835531,0.1591157004946189,-0.1359678760904392,18.88888888888889
44,24.444444444444443,0.256,0.108,0.108,0.07,0.058,0.05,0.04,0.044,0.04,0.032,0.23,0.128,0.118,0.076,0.068,0.076,0.048,0.052,-0.6560996212890956,0.0,0.7955785024730946,0.0,-0.3867614533225803,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,7.5,50.0,0.6,0.05,-0.1968298863867287,0.1591157004946189,-0.0696170615980644,24.444444444444443
54,30.0,0.256,0.122,0.116,0.062,0.054,0.048,0.05,0.03,0.028,0.032,0.214,0.126,0.1,0.076,0.066,0.058,0.058,0.05,-0.6560996212890956,0.0,-0.6514336734398033,0.0,-0.3867614533225803,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,50.0,0.6,0.05,-0.1968298863867287,-0.1302867346879606,-0.0696170615980644,30.0
64,35.55555555555556,0.252,0.122,0.118,0.064,0.062,0.038,0.05,0.04,0.034,0.028,0.216,0.118,0.112,0.078,0.064,0.054,0.05,0.054,-0.5626720304748271,0.0,-0.6514336734398033,0.0,-0.2770895585828411,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.6,0.05,-0.1688016091424481,-0.1302867346879606,-0.0498761205449114,35.55555555555556
74,41.11111111111111,0.25,0.114,0.114,0.07,0.052,0.046,0.042,0.036,0.038,0.034,0.18,0.106,0.086,0.064,0.06,0.05,0.05,0.058,-0.9456375256542447,0.0,-0.8326504192858863,0.0,-0.2540663885148469,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.05,-0.2836912576962734,-0.1665300838571772,-0.0457319499326724,41.11111111111111
84,46.66666666666666,0.252,0.11,0.108,0.054,0.062,0.048,0.044,0.026,0.034,0.038,0.236,0.17,0.16,0.13,0.134,0.128,0.12,0.12,-0.7528828555408751,0.0,-0.8326504192858863,0.0,0.574892995946807,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,-0.2258648566622625,-0.1665300838571772,0.1034807392704252,46.66666666666666
94,52.22222222222222,0.278,0.126,0.124,0.064,0.072,0.052,0.044,0.04,0.046,0.028,0.246,0.174,0.164,0.136,0.124,0.124,0.132,0.122,0.9101874999426052,0.0,-0.359647181985573,0.0,0.574892995946807,0.0,8.950622172006547,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.2730562499827815,-0.0719294363971146,0.1034807392704252,52.22222222222222
