source_row_index,time,X1A,Y1A,X2A,Y2A,X3A,Y3A,X4A,Y4A,X5A,Y5A,X1B,Y1B,X2B,Y2B,X3B,Y3B,X4B,Y4B,s1,c1,s2,c2,s3,c3,L_A,G_A,X0_A,Y6_A,L_B,G_B,X0_B,Y5_B,H1,H2,H3,time_hours
4,2.2222222222222223,0.2589659131182619,0.1437653350530536,0.1357461644996079,0.093510986366005,0.079513033890194,0.0636411246118427,0.0612775736417111,0.0609534492458177,0.0649729576022382,0.0565415165031132,0.241621380724552,0.1431879465778034,0.1127954769472565,0.0886969021192478,0.0726101190670296,0.0470588890330237,0.0722485742289415,0.0609921334465336,-0.2008615074092269,0.0,-0.0879839742680801,0.0,-0.167752345713407,0.0,8.0,50.0,0.6,0.05,7.5,50.0,0.6,0.05,-0.060258452222768,-0.017596794853616,-0.0301954222284132,2.2222222222222223
14,7.777777777777778,0.2578592353878528,0.1388736332951001,0.1388284759125613,0.0869879088488896,0.0776482456664004,0.0634797521809146,0.0650462210536595,0.0599929473577067,0.0564893032431015,0.0573431232062619,0.2459853526728543,0.125039248273834,0.1122511769550612,0.0727297707502425,0.0721735345591382,0.0660014333299469,0.0600638397512122,0.047103538958518,-0.2129242404065839,0.0,0.1498424706896584,0.0,0.022639821009095,0.0,8.400305493134933,50.0,0.6,0.05,7.5,50.0,0.6,0.05,-0.0638772721219751,0.0299684941379316,0.0040751677816371,7.777777777777778
24,13.333333333333332,0.2521053949884629,0.1290847227467481,0.1215903605450798,0.0843147950350172,0.0754445935852468,0.0531346569340591,0.0488606797469503,0.0528631959961494,0.0469397381902543,0.0521547439339201,0.2337764231682731,0.1298710334841469,0.1076199990302577,0.0755613832199048,0.0693779401279902,0.0615623535867474,0.0632912975170388,0.0511894500666362,0.0533987394100698,0.0,0.0905862513413593,0.0,-0.0238866457566305,0.0,8.400305493134933,57.94427601939151,0.6,0.05,7.5,50.0,0.6,0.05,0.0160196218230209,0.0181172502682718,-0.0042995962361935,13.333333333333332
34,18.88888888888889,0.2610385430202281,0.1361043440331837,0.1309990499980575,0.0869183866221591,0.0750475257106535,0.0624725864801445,0.0610831936123304,0.0477916087551867,0.042184579761599,0.0410865903148436,0.2421514067498326,0.1318581818901784,0.1079360204527968,0.0741423621554007,0.0696212489667541,0.0568848627327112,0.056566862934658,0.0635178975851658,-0.0742264565584402,0.0,0.118986754434183,0.0,0.0091053317262254,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.05,7.5,50.0,0.6,0.05,-0.022267936967532,0.0237973508868366,0.0016389597107205,18.88888888888889
44,24.444444444444443,0.2633516842003253,0.1108415095608168,0.1114350851138159,0.0717084049611464,0.0584111102956863,0.0508674739576076,0.0411258378231559,0.0431348085274762,0.0399174219064577,0.032642327057168,0.2351304319159073,0.1303235182450611,0.1204473441035377,0.0773126497900593,0.0683144731155599,0.0753161863937407,0.0488256312112384,0.0510959262140267,0.044162109737225,0.0,-0.0260939200397567,0.0,-0.0478106382941805,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,7.5,50.0,0.6,0.05,0.0132486329211675,-0.0052187840079513,-0.0086059148929525,24.444444444444443
54,30.0,0.2594266923510753,0.123573465435955,0.1181119353589164,0.0631568385145197,0.0538989809178808,0.0479681076575714,0.0498950757639409,0.0297433677411519,0.0275939609892183,0.0324730614541793,0.218227421042316,0.1272092460519514,0.1012741409594297,0.0774750275425569,0.0662216786168116,0.0578026692693399,0.0585547087521651,0.0507296855435248,-0.1400968284396807,0.0,-0.0208016373200012,0.0,-0.0578467370311843,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,50.0,0.6,0.05,-0.0420290485319042,-0.0041603274640002,-0.0104124126656131,30.0
64,35.55555555555556,0.2545187615908456,0.1229137268976277,0.118547236157132,0.0636834682807839,0.0618604788338886,0.0379093082251934,0.0506393005345066,0.039357760693953,0.0343092421077468,0.0277359971321948,0.219333603852777,0.1194331804103547,0.1135653157110201,0.079152600703701,0.0636887790022168,0.0533808872159634,0.0493451016821964,0.0533867051259548,-0.1596661565288793,0.0,0.1005475282911924,0.0,0.026345690540683,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.6,0.05,-0.0478998469586638,0.0201095056582384,0.0047422242973229,35.55555555555556
74,41.11111111111111,0.2572409754852497,0.1179113319888302,0.1170774637410756,0.0717654662766567,0.0521392388694706,0.0454258389873471,0.0430702446369849,0.035920481497815,0.0390118853222324,0.0337015562530327,0.1878405543203889,0.1098446722213323,0.0882480245271759,0.0642878849247789,0.0608577430502215,0.0506225120202319,0.0509811985778919,0.0580859196746155,-0.0514493793098019,0.0,0.0944591656234764,0.0,-0.0135316484233784,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.05,-0.0154348137929405,0.0188918331246952,-0.0024356967162081,41.11111111111111
84,46.66666666666666,0.2561068462496169,0.11269097630781,0.1085152476527682,0.055203860662341,0.0629679443686581,0.0488677464733016,0.0436575662539668,0.0266570720867767,0.0343608801413942,0.0379276978316755,0.2415737912216553,0.1711008678815481,0.1624598824324066,0.1308275124775017,0.1345491686631788,0.1279716752680435,0.1205891013659168,0.1205792490153448,-0.006566473269017,0.0,-0.1101560910135846,0.0,0.0688837615996954,0.0,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,-0.0019699419807051,-0.0220312182027169,0.0123990770879451,46.66666666666666
94,52.22222222222222,0.2696141633940009,0.1234374290964105,0.1198141055423634,0.0630968330723618,0.0712443261774479,0.0519028621305115,0.0434707780985658,0.0391076137849239,0.0451365750489631,0.0272267949526729,0.2399857295850992,0.1709987533381685,0.1622307069284155,0.1345516640617224,0.1242782610683363,0.1236006192208837,0.1313648583695526,0.1210658205220826,-0.0220499551079021,0.0,-0.028031183989788,0.0,-0.2612404811205933,0.0,8.950622172006547,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,-0.0066149865323706,-0.0056062367979576,-0.0470232866017068,52.22222222222222
