source_row_index,time,X1A,Y1A,X2A,Y2A,X3A,Y3A,X4A,Y4A,X5A,Y5A,X1B,Y1B,X2B,Y2B,X3B,Y3B,X4B,Y4B,s1,c1,s2,c2,s3,c3,L_A,G_A,X0_A,Y6_A,L_B,G_B,X0_B,Y5_B,H1,H2,H3,time_hours
4,2.2222222222222223,0.2624842292768436,0.1502813042940267,0.1360114168281634,0.0913416634041874,0.0868793475810366,0.067671535136426,0.0661093660801896,0.0572275956138228,0.0563588696164328,0.0518308781657705,0.2477096608784848,0.1375157154673619,0.1209326703858461,0.0812205813373328,0.0758058092311338,0.0608827038270094,0.058959239333395,0.0528695702301694,0.3894183423086505,0.9210609940028852,0.7621752729138397,0.6473707232789524,0.9992983441292992,0.0374542310085335,8.0,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.1168255026925951,0.1524350545827679,0.1798737019432738,2.2222222222222223
14,7.777777777777778,0.263510047845424,0.1453563527486843,0.1301932475381978,0.0846111038104415,0.0796279968601512,0.0629636381125931,0.061110906313789,0.0541235339339203,0.0537310633620419,0.0506635751242253,0.2478135593757167,0.1353516219216309,0.1170847599257895,0.0786399966249423,0.0722894485157172,0.0584712532254865,0.0568267163162791,0.0523074232307776,0.98544972998846,0.169967142900241,0.9992983441292992,0.0374542310085335,0.6996631969312388,-0.7144728202387818,8.400305493134933,50.0,0.6,0.05,7.5,50.0,0.6,0.05,0.295634918996538,0.1998596688258598,0.125939375447623,7.777777777777778
24,13.333333333333332,0.2516581333396185,0.1315853320582581,0.1226845462455272,0.0780304509550857,0.0759495779491416,0.0601839839462157,0.0589718919829382,0.0529625747382762,0.0529810548989579,0.0505213299615888,0.2456187686168263,0.134423334080503,0.1165828413180155,0.0784571242279109,0.0724267405847415,0.0584865728436896,0.0569475343169847,0.0522245270129658,0.675463180551151,-0.7373937155412454,0.8084964038195901,-0.5885011172553458,-0.05837414342758,-0.9982947757947532,8.400305493134933,57.94427601939151,0.6,0.05,7.5,50.0,0.6,0.05,0.2026389541653452,0.161699280763918,-0.0105073458169644,13.333333333333332
34,18.88888888888889,0.2645813978060126,0.1364788008017152,0.1273292736143955,0.0800741803099237,0.0776438946458261,0.0611283588726844,0.0597100175604177,0.0530310101690035,0.0529880946100099,0.0505687474374069,0.237964943451203,0.1313714842863486,0.1146126577764552,0.0773549633167292,0.0715685234021776,0.0584581729788941,0.0567120816329477,0.0518994991304272,-0.2555411020268312,-0.9667981925794612,0.2714757041622825,-0.9624452930164876,-0.7781661744883689,-0.6280584406583017,8.400305493134933,57.94427601939151,0.6551371380490387,0.05,7.5,50.0,0.6,0.05,-0.0766623306080493,0.0542951408324565,-0.1400699114079064,18.88888888888889
44,24.444444444444443,0.2492316778638049,0.119947631134987,0.1110181822652355,0.0640108021693744,0.0615829534112138,0.0451654697324675,0.043641833355971,0.0366941437913032,0.0369345327154202,0.0343498377048505,0.2324908365078909,0.1285028421173355,0.1126810367141501,0.0768510033388699,0.0710401426410305,0.0581543861298485,0.0562460409537639,0.0522126211799976,-0.9516020738895158,-0.3073328699784202,-0.3817978087964113,-0.9242458726974436,-0.9881227838869232,0.1536664047980449,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,7.5,50.0,0.6,0.05,-0.2854806221668547,-0.0763595617592822,-0.1778621010996462,24.444444444444443
54,30.0,0.2513045883882155,0.1201301700890137,0.1117088757849949,0.0643122048882302,0.0613659026137889,0.0449230092432067,0.0435354432928907,0.0366095405520877,0.0367049106701379,0.0345775233748552,0.2221650951009753,0.1230630910272442,0.1052538820801255,0.0731605720535216,0.067292522439823,0.0569842150070644,0.0547826324814738,0.0520316194358941,-0.7727644875559877,0.6346928759426339,-0.8715757724135877,-0.4902608213407002,-0.5506855425976376,0.8347127848391598,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,50.0,0.6,0.05,-0.2318293462667963,-0.1743151544827175,-0.0991233976675747,30.0
64,35.55555555555556,0.2591949837518972,0.1231469656345976,0.1143985347023288,0.0651478444138682,0.0624886966507463,0.0453460400738192,0.0439832654500154,0.0363078090391833,0.037443005125033,0.0345627160231507,0.2209719736569794,0.1160855268693028,0.101689470427221,0.0701195372167835,0.0655358360224244,0.0560548119432641,0.0542636626607429,0.0514927795997919,0.1165492048504936,0.9931849187581926,-0.9881227838869232,0.1536664047980449,0.2475473809225765,0.9688757888389888,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.6,0.05,0.034964761455148,-0.1976245567773846,0.0445585285660637,35.55555555555556
74,41.11111111111111,0.2653600157214659,0.1262032991515229,0.1167415592383365,0.0661047186725163,0.0633501732157556,0.0454349294076779,0.0445417652353253,0.0363650632129688,0.0376616387301823,0.0344285039169141,0.1961579858748426,0.1064996481785119,0.094337768394457,0.0675308477795788,0.0634426212678766,0.0552752106145547,0.0534373546208891,0.0511608999010508,0.8987080958116269,0.4385473275743903,-0.6815304434667846,0.7317897612210544,0.883593322443704,0.4682551019827723,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.05,0.269612428743488,-0.1363060886933569,0.1590467980398667,41.11111111111111
84,46.66666666666666,0.2639667946559068,0.1265817090147393,0.1161808762170051,0.0661685502000393,0.0631411207296412,0.0455475473075342,0.0445226334409766,0.0363288718361772,0.037621137250569,0.0345376173551693,0.2466277677090994,0.1709145687292637,0.1606491998914448,0.1382978484061083,0.1346494607050317,0.1277935212351665,0.1261393524652174,0.1242928687177792,0.8545989080882814,-0.5192886541166841,-0.0830894028174972,0.9965420970232174,0.9407305566797732,-0.3391548609838345,8.400305493134933,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.2563796724264844,-0.0166178805634994,0.1693315002023591,46.66666666666666
94,52.22222222222222,0.2662705765993596,0.1296300870335821,0.1210970700303535,0.0680146082834726,0.0660936424953601,0.0467500189569036,0.0461146768533514,0.0368144131845805,0.0384392081599832,0.0347773093027583,0.2406946360548092,0.1687618621436855,0.1588583837750372,0.1374215303396728,0.134031036801271,0.1278984156594962,0.1259843429753083,0.1241808016070178,0.0247754254533577,-0.9996930420352064,0.5509326371071146,0.8345497165359296,0.3815241669453948,-0.9243588643144082,8.950622172006547,57.94427601939151,0.6551371380490387,0.0337810784985887,6.9004988547336765,57.47106890792524,0.501053060913115,0.1231842627574149,0.0074326276360073,0.1101865274214229,0.068674350050171,52.22222222222222
