regime,method,noise,h_profile,mean_absolute_error,max_absolute_error,count
var,Linear residual DML + graph control,N1,Hprbs,0.06115882643419527,0.8554896240294044,144
var,Linear residual DML + graph control,N1,Hsin,0.0642274693206365,1.0070769762318317,144
var,Linear residual DML + graph control,N1,Hstep,0.05416196971977551,0.7405352775392285,144
var,Linear residual DML + graph control,N2,Hbrn,0.049335659974957716,0.6013606341524678,144
var,Linear residual DML + graph control,N2,Hdec,0.0597250066244786,0.9492405497901233,144
var,Linear residual DML + graph control,N2,Hprbs,0.05994228005804478,0.8513864571289408,144
var,Linear residual DML + graph control,N2,Hsin,0.06271809439088089,0.981340279542348,144
var,Linear residual DML + graph control,N2,Hstep,0.05288162880167618,0.7288829075247754,144
var,Linear residual DML + graph control,N3,Hbrn,0.12200093395522892,1.2504481651336432,144
var,Linear residual DML + graph control,N3,Hdec,0.12369639386529187,1.2368146851406467,144
var,Linear residual DML + graph control,N3,Hprbs,0.12725210172879894,1.4164634543906374,144
var,Linear residual DML + graph control,N3,Hsin,0.12762330602159977,1.4846838969616347,144
var,Linear residual DML + graph control,N3,Hstep,0.13379759348147374,1.9354816895398796,144
var,Linear residual DML + graph zero,N1,Hbrn,0.0036638747762989723,0.049566706695475804,144
var,Linear residual DML + graph zero,N1,Hdec,0.0042615650010034865,0.08058697721280061,144
var,Linear residual DML + graph zero,N1,Hprbs,0.0035707366877849363,0.045143340834137624,144
var,Linear residual DML + graph zero,N1,Hsin,0.00359130296499468,0.04926354629184371,144
var,Linear residual DML + graph zero,N1,Hstep,0.0034931886319476057,0.043444245229156686,144
var,Linear residual DML + graph zero,N2,Hbrn,0.003660920305123959,0.0511544190719877,144
var,Linear residual DML + graph zero,N2,Hdec,0.0042380830093555226,0.08039744170815388,144
var,Linear residual DML + graph zero,N2,Hprbs,0.0036513835441395995,0.045610782274529416,144
var,Linear residual DML + graph zero,N2,Hsin,0.0036247754216806633,0.05039647192900076,144
var,Linear residual DML + graph zero,N2,Hstep,0.0034847506107443756,0.04421981300850242,144
var,Linear residual DML + graph zero,N3,Hbrn,0.0038666993067122293,0.05558302759457301,144
var,Linear residual DML + graph zero,N3,Hdec,0.004354051963693748,0.08329228905786923,144
var,Linear residual DML + graph zero,N3,Hprbs,0.003774583268373751,0.05351576767608934,144
var,Linear residual DML + graph zero,N3,Hsin,0.003884831969105757,0.05583738439986807,144
var,Linear residual DML + graph zero,N3,Hstep,0.0036694275322780687,0.051286370314446605,144
var,Linear state-space estimator,N1,Hbrn,0.0011905191608235133,0.0103392723680233,144
var,Linear state-space estimator,N1,Hdec,0.0015216297527141393,0.02982764941878746,144
var,Linear state-space estimator,N1,Hprbs,0.0012921464333187564,0.0116967918509538,144
var,Linear state-space estimator,N1,Hsin,0.0013926107836617079,0.0123936453750437,144
var,Linear state-space estimator,N1,Hstep,0.0013611504956398742,0.0109521123306918,144
var,Linear state-space estimator,N2,Hbrn,0.0012188104357837935,0.0100669095515837,144
var,Linear state-space estimator,N2,Hdec,0.001541424464906062,0.030281581995954543,144
var,Linear state-space estimator,N2,Hprbs,0.0013102981051524864,0.0122602916808334,144
var,Linear state-space estimator,N2,Hsin,0.001436102122124313,0.0122674687286083,144
var,Linear state-space estimator,N2,Hstep,0.0013886602030409876,0.0111307829060468,144
var,Linear state-space estimator,N3,Hbrn,0.036320207206864165,0.2212256388640699,144
var,Linear state-space estimator,N3,Hdec,0.0437529773408987,0.3362030335071044,144
var,Linear state-space estimator,N3,Hprbs,0.03539695122741265,0.2221997418306167,144
var,Linear state-space estimator,N3,Hsin,0.033473454574482135,0.1997279193919986,144
var,Linear state-space estimator,N3,Hstep,0.03030993662020118,0.2745358036119831,144
var,Matern GP,N1,Hbrn,0.0029175940391081285,0.020679327848981188,144
var,Matern GP,N1,Hdec,0.008820062228011773,0.4024503945953956,144
