"method","variant","system","output","input","value","local_gradient_std","sample_count","allowed_by_graph","controls","runtime_seconds","basis_terms","operating_input","basis_coefficients","raw_value","source_row_index","T1","T2","T3","T4","C","P","H","u1","u2","u3","u4","kernel","ridge_alpha","epochs","hidden","layers","batch_size","learning_rate","window","fd_relative_step","depth","rollout_horizon","ridge","solve_method","ss_max_steps","ss_steps_done","ss_residual_mean","ss_residual_max","pinv_rcond"
"dml_basis","graph_control","heat","T4","u3","-0.6858773632206376","0.4490551108164568","713.0","True","[""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -0.9670838262907562, ""square"": -0.2773411749730147, ""cube"": 0.021590348106694662, ""tanh"": -3.0958417283883026, ""signed_log1p"": 5.70426429189373}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","T4","u4","9.887952123472727","0.294120308162531","713.0","True","[""u3""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": 9.745430565891333, ""square"": 0.5429552161023072, ""cube"": -0.03851265815838302, ""tanh"": 2.7413038079219776, ""signed_log1p"": -4.022832975352522}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","C","u1","1.1808938970047924","0.3114843445400707","713.0","True","[""P"", ""T2"", ""T3"", ""u2"", ""u3"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 2.7707734628454936, ""square"": -0.2736897163494827, ""cube"": -0.02165942770878735, ""tanh"": 1.7191768480055696, ""signed_log1p"": -3.7374125167746945}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","C","u2","-2.2989773681636656","1.3408205322791449","713.0","True","[""P"", ""T2"", ""T3"", ""u1"", ""u3"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.5264344677568064, ""square"": -0.25156270629861616, ""cube"": 0.13601902477617447, ""tanh"": 9.755573953955311, ""signed_log1p"": -9.683331305095825}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","C","u3","0.5702653802350164","0.6233824839749699","713.0","True","[""P"", ""T2"", ""T3"", ""u1"", ""u2"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -3.2935797679905328, ""square"": -0.25519349334795444, ""cube"": 0.036620722963717336, ""tanh"": -14.494044168091376, ""signed_log1p"": 18.403694597596726}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","C","u4","0.6481827875896002","0.151402331932335","713.0","True","[""P"", ""T2"", ""T3"", ""u1"", ""u2"", ""u3""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -0.20812840308752706, ""square"": 0.13709635936009082, ""cube"": -0.04993585915987802, ""tanh"": -0.6959032938480817, ""signed_log1p"": 2.098932492263872}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","P","u1","2.6797687343517147","1.4640514479378093","713.0","True","[""C"", ""T2"", ""T3"", ""u2"", ""u3"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -0.1968427709909072, ""square"": 2.377162240640456, ""cube"": -0.4812416426421229, ""tanh"": -3.2313468498021445, ""signed_log1p"": 3.289825992588693}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","P","u2","8.957277629762192","2.928257412904666","713.0","True","[""C"", ""T2"", ""T3"", ""u1"", ""u3"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -6.280686292494989, ""square"": 1.3723037193721725, ""cube"": -0.30851619277947095, ""tanh"": -31.038455433834656, ""signed_log1p"": 47.91790651055985}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","P","u3","0.3326782744825616","2.823809586661456","713.0","True","[""C"", ""T2"", ""T3"", ""u1"", ""u2"", ""u4""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -6.252172792069242, ""square"": -0.4082719195637622, ""cube"": 0.2287643673375284, ""tanh"": 4.111306183904682, ""signed_log1p"": 10.500609473915178}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","heat","P","u4","3.5264356835259867","2.361996499323749","713.0","True","[""C"", ""T2"", ""T3"", ""u1"", ""u2"", ""u3""]","301.11765390005894","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -4.806341993967898, ""square"": 0.7404918076099183, ""cube"": 0.5087211841621887, ""tanh"": -4.494255023591718, ""signed_log1p"": 12.681112815062724}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T1","u1","9.234994139548938","0.3033934965367252","713.0","True","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -0.2030114136025897, ""square"": 3.351592424751488, ""cube"": -0.4090937925837034, ""tanh"": 4.589393387110522, ""signed_log1p"": 4.131967477721193}","9.234994139548938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T1","u2","0.0","0.2105231896695233","713.0","False","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.23967707953422182, ""square"": -0.09828596669570878, ""cube"": 0.023199007357581083, ""tanh"": -1.2355534219966924, ""signed_log1p"": 1.5247573108105839}","0.0770214829346211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T1","u3","0.0","0.1998859931834862","713.0","False","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 0.2777012386344215, ""square"": -0.031684999326810195, ""cube"": 0.0005248407196213044, ""tanh"": -0.7199456076621242, ""signed_log1p"": -1.2280555961061448}","-0.2098193476469153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T1","u4","0.0","0.2021268209121889","713.0","False","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -0.8329560753259283, ""square"": -0.00031996921810963124, ""cube"": -0.002256733958627855, ""tanh"": -2.5721774535516486, ""signed_log1p"": 3.6143226885376816}","0.0107938936173113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T2","u1","-0.0488016415572362","0.3050854660632979","713.0","True","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -1.8277075058406318, ""square"": 1.058420781792708, ""cube"": -0.27759943467229653, ""tanh"": -0.6323884883745138, ""signed_log1p"": 1.7576038039737767}","-0.0488016415572362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T2","u2","12.685094134079534","1.1942710961067038","713.0","True","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 9.431551886639502, ""square"": 0.8825900741287303, ""cube"": -0.19228932534959878, ""tanh"": -6.669217598977738, ""signed_log1p"": 7.7653296027015815}","12.685094134079534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T2","u3","-0.7597974797252155","0.3833731080219481","713.0","True","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -0.5174131677968518, ""square"": -0.09818683331881815, ""cube"": 0.0034458816371049743, ""tanh"": 0.8121622480525512, ""signed_log1p"": 1.0448174205162242}","-0.7597974797252155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T2","u4","-0.1235998622980973","0.250914693044252","713.0","True","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -1.2158000976044132, ""square"": 0.5275407165727514, ""cube"": -0.12099057866125147, ""tanh"": 1.4869630767456004, ""signed_log1p"": -0.23898970056739713}","-0.1235998622980973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T3","u1","0.0","0.2304822393715315","713.0","False","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 2.7758372351727045, ""square"": -0.8857542362280847, ""cube"": 0.0397234609854822, ""tanh"": -1.9788986133140025, ""signed_log1p"": -0.4302222293788026}","0.0894286417161226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T3","u2","0.0","0.3922908516772618","713.0","False","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.3440687836207638, ""square"": -0.16313926686955815, ""cube"": 0.04968010117852242, ""tanh"": 2.599035721114551, ""signed_log1p"": -3.1106197858060662}","-1.212239270177628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T3","u3","10.139806251782142","0.3066407878995043","713.0","True","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 3.118523637008323, ""square"": 1.0174366969605366, ""cube"": -0.06127413946367211, ""tanh"": -1.4384490094829132, ""signed_log1p"": 10.248816663659333}","10.139806251782142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T3","u4","0.0","0.4810548149221716","713.0","False","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -3.0929361294584417, ""square"": 0.49562056026950746, ""cube"": -0.16990379984875878, ""tanh"": -1.8915240047383646, ""signed_log1p"": 6.242649925622761}","-0.3727183311510913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T4","u1","0.0","0.2073005909327232","713.0","False","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -0.5442068652022847, ""square"": 0.4502330590972129, ""cube"": -0.15887303034737094, ""tanh"": -0.23761531890085505, ""signed_log1p"": 0.8753436673261908}","0.2243008021434484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T4","u2","0.0","0.1830010984350593","713.0","False","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.18948503063438701, ""square"": 0.07933442917845725, ""cube"": -0.0153796668782886, ""tanh"": -0.9842973404752551, ""signed_log1p"": 0.8771126141224268}","0.1652056792575918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T4","u3","-0.4478153441340763","0.2378801473649032","713.0","True","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 0.5187421627704819, ""square"": -0.08424908072044084, ""cube"": -0.006719736670234978, ""tanh"": 0.08295401376621643, ""signed_log1p"": -1.0553083680853006}","-0.4478153441340763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","T4","u4","10.077394077190592","0.268346577874053","713.0","True","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": 6.448733214189754, ""square"": 1.8883255882819854, ""cube"": -0.2553031928074543, ""tanh"": 4.714973639191886, ""signed_log1p"": -2.7232482465525454}","10.077394077190592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","C","u1","2.090174806237628","0.1691402804700293","713.0","True","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 0.5833173895447251, ""square"": 0.6179737669740367, ""cube"": -0.15693091410538657, ""tanh"": 0.20671661562294794, ""signed_log1p"": 1.2662336983274738}","2.090174806237628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","C","u2","2.169989566240734","0.3700813847911656","713.0","True","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 0.6552466133940845, ""square"": 0.36059300394625754, ""cube"": -0.013674384752102675, ""tanh"": 0.9353212543180383, ""signed_log1p"": 0.3486655197112021}","2.169989566240734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","C","u3","1.169886047326049","1.18488184251299","713.0","True","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -0.7727455430618151, ""square"": 0.04118549759200943, ""cube"": 0.011354344365056338, ""tanh"": 5.063355420309013, ""signed_log1p"": 5.395257866539503}","1.169886047326049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","C","u4","2.1867706178331883","0.1387003252104076","713.0","True","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -0.050172136739131144, ""square"": 0.4975527070277722, ""cube"": -0.11327615488460646, ""tanh"": -1.6275418705582938, ""signed_log1p"": 4.464355028230665}","2.1867706178331883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","P","u1","7.652588829485373","0.8606371821500265","713.0","True","[""u2"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 5.987580035665693, ""square"": 1.1019689957824892, ""cube"": 0.15532151196165916, ""tanh"": 10.540821391435403, ""signed_log1p"": -11.336235946541203}","7.652588829485373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","P","u2","8.063354343386962","1.2487205114410689","713.0","True","[""u1"", ""u3"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 5.42602276333635, ""square"": 0.6019001528527095, ""cube"": 0.04118745634654686, ""tanh"": 8.647608009388472, ""signed_log1p"": -3.0288790437156394}","8.063354343386962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","P","u3","7.261470973457325","3.975371966691155","713.0","True","[""u1"", ""u2"", ""u4""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -4.937654049530589, ""square"": 0.5459347483183397, ""cube"": 0.0629355132907497, ""tanh"": 15.236454911848053, ""signed_log1p"": 28.229372669542563}","7.261470973457325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","heat","P","u4","9.00728712586217","0.9102216816323342","713.0","True","[""u1"", ""u2"", ""u3""]","1.4806947000324726","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": 0.83843309855739, ""square"": 1.3920966968817277, ""cube"": -0.1463181492665278, ""tanh"": -8.732509613333509, ""signed_log1p"": 17.911979423311056}","9.00728712586217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T1","u1","9.234994139548938","0.3033934965367252","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -0.2030114136025897, ""square"": 3.351592424751488, ""cube"": -0.4090937925837034, ""tanh"": 4.589393387110522, ""signed_log1p"": 4.131967477721193}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T1","u2","0.0770214829346211","0.2105231896695233","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.23967707953422182, ""square"": -0.09828596669570878, ""cube"": 0.023199007357581083, ""tanh"": -1.2355534219966924, ""signed_log1p"": 1.5247573108105839}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T1","u3","-0.2098193476469153","0.1998859931834862","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 0.2777012386344215, ""square"": -0.031684999326810195, ""cube"": 0.0005248407196213044, ""tanh"": -0.7199456076621242, ""signed_log1p"": -1.2280555961061448}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T1","u4","0.0107938936173113","0.2021268209121889","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -0.8329560753259283, ""square"": -0.00031996921810963124, ""cube"": -0.002256733958627855, ""tanh"": -2.5721774535516486, ""signed_log1p"": 3.6143226885376816}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T2","u1","-0.0488016415572362","0.3050854660632979","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -1.8277075058406318, ""square"": 1.058420781792708, ""cube"": -0.27759943467229653, ""tanh"": -0.6323884883745138, ""signed_log1p"": 1.7576038039737767}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T2","u2","12.685094134079534","1.1942710961067038","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 9.431551886639502, ""square"": 0.8825900741287303, ""cube"": -0.19228932534959878, ""tanh"": -6.669217598977738, ""signed_log1p"": 7.7653296027015815}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T2","u3","-0.7597974797252155","0.3833731080219481","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -0.5174131677968518, ""square"": -0.09818683331881815, ""cube"": 0.0034458816371049743, ""tanh"": 0.8121622480525512, ""signed_log1p"": 1.0448174205162242}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T2","u4","-0.1235998622980973","0.250914693044252","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -1.2158000976044132, ""square"": 0.5275407165727514, ""cube"": -0.12099057866125147, ""tanh"": 1.4869630767456004, ""signed_log1p"": -0.23898970056739713}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T3","u1","0.0894286417161226","0.2304822393715315","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 2.7758372351727045, ""square"": -0.8857542362280847, ""cube"": 0.0397234609854822, ""tanh"": -1.9788986133140025, ""signed_log1p"": -0.4302222293788026}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T3","u2","-1.212239270177628","0.3922908516772618","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.3440687836207638, ""square"": -0.16313926686955815, ""cube"": 0.04968010117852242, ""tanh"": 2.599035721114551, ""signed_log1p"": -3.1106197858060662}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T3","u3","10.139806251782142","0.3066407878995043","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 3.118523637008323, ""square"": 1.0174366969605366, ""cube"": -0.06127413946367211, ""tanh"": -1.4384490094829132, ""signed_log1p"": 10.248816663659333}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T3","u4","-0.3727183311510913","0.4810548149221716","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -3.0929361294584417, ""square"": 0.49562056026950746, ""cube"": -0.16990379984875878, ""tanh"": -1.8915240047383646, ""signed_log1p"": 6.242649925622761}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T4","u1","0.2243008021434484","0.2073005909327232","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": -0.5442068652022847, ""square"": 0.4502330590972129, ""cube"": -0.15887303034737094, ""tanh"": -0.23761531890085505, ""signed_log1p"": 0.8753436673261908}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T4","u2","0.1652056792575918","0.1830010984350593","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": -0.18948503063438701, ""square"": 0.07933442917845725, ""cube"": -0.0153796668782886, ""tanh"": -0.9842973404752551, ""signed_log1p"": 0.8771126141224268}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T4","u3","-0.4478153441340763","0.2378801473649032","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": 0.5187421627704819, ""square"": -0.08424908072044084, ""cube"": -0.006719736670234978, ""tanh"": 0.08295401376621643, ""signed_log1p"": -1.0553083680853006}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","T4","u4","10.077394077190592","0.268346577874053","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": 6.448733214189754, ""square"": 1.8883255882819854, ""cube"": -0.2553031928074543, ""tanh"": 4.714973639191886, ""signed_log1p"": -2.7232482465525454}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","C","u1","2.090174806237628","0.1691402804700293","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 0.5833173895447251, ""square"": 0.6179737669740367, ""cube"": -0.15693091410538657, ""tanh"": 0.20671661562294794, ""signed_log1p"": 1.2662336983274738}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","C","u2","2.169989566240734","0.3700813847911656","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 0.6552466133940845, ""square"": 0.36059300394625754, ""cube"": -0.013674384752102675, ""tanh"": 0.9353212543180383, ""signed_log1p"": 0.3486655197112021}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","C","u3","1.169886047326049","1.18488184251299","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -0.7727455430618151, ""square"": 0.04118549759200943, ""cube"": 0.011354344365056338, ""tanh"": 5.063355420309013, ""signed_log1p"": 5.395257866539503}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","C","u4","2.1867706178331883","0.1387003252104076","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": -0.050172136739131144, ""square"": 0.4975527070277722, ""cube"": -0.11327615488460646, ""tanh"": -1.6275418705582938, ""signed_log1p"": 4.464355028230665}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","P","u1","7.652588829485373","0.8606371821500265","713.0","","[""u2"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","0.7937340560630288","{""linear"": 5.987580035665693, ""square"": 1.1019689957824892, ""cube"": 0.15532151196165916, ""tanh"": 10.540821391435403, ""signed_log1p"": -11.336235946541203}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","P","u2","8.063354343386962","1.2487205114410689","713.0","","[""u1"", ""u3"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","2.134779724551564","{""linear"": 5.42602276333635, ""square"": 0.6019001528527095, ""cube"": 0.04118745634654686, ""tanh"": 8.647608009388472, ""signed_log1p"": -3.0288790437156394}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","P","u3","7.261470973457325","3.975371966691155","713.0","","[""u1"", ""u2"", ""u4""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","3.073007760299593","{""linear"": -4.937654049530589, ""square"": 0.5459347483183397, ""cube"": 0.0629355132907497, ""tanh"": 15.236454911848053, ""signed_log1p"": 28.229372669542563}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","heat","P","u4","9.00728712586217","0.9102216816323342","713.0","","[""u1"", ""u2"", ""u3""]","292.3791271999944","linear,square,cube,tanh,signed_log1p","1.1926289603787767","{""linear"": 0.83843309855739, ""square"": 1.3920966968817277, ""cube"": -0.1463181492665278, ""tanh"": -8.732509613333509, ""signed_log1p"": 17.911979423311056}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","19.0","23.8642664701958","44.3077827225664","61.9386653125588","81.836164830253","52.7998588075894","34.1817716997463","0.0","0.174908023769473","0.219731696839407","0.0","0.0","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","33.0","23.8424795371037","43.9961986303817","63.0566244729991","81.5403369465581","53.0523202466906","34.7011249539704","0.0","0.174908023769473","0.219731696839407","0.11161672243364","0.0","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","47.0","24.0254565454737","44.1747489392883","62.9484847777802","83.9216473689172","53.7229979103905","36.7485138164825","0.0","0.174908023769473","0.219731696839407","0.11161672243364","0.241614515559209","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","61.0","25.4974007647046","43.8709714472472","63.090715563263","83.8380134451764","54.1001183760092","38.0632662346771","0.0","0.317375845905128","0.219731696839407","0.11161672243364","0.241614515559209","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","75.0","25.3202954505224","42.2167668921662","63.1832491706424","83.9015290814591","53.8141883279974","36.8226976865243","0.0","0.317375845905128","0.056901718852687","0.11161672243364","0.241614515559209","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","89.0","25.5212528811701","42.0521499173696","64.5204750062785","83.7620144139141","53.9537358360709","38.6667956153145","0.0","0.317375845905128","0.056901718852687","0.239515494564048","0.241614515559209","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","103.0","25.5781602035286","41.9343703835031","64.1218209902821","81.7543737507002","53.6785876398383","36.0511129744574","0.0","0.317375845905128","0.056901718852687","0.239515494564048","0.0304222021578012","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","117.0","26.7331857376907","41.8502025288786","64.3179643907023","81.7480902829935","53.4949166524472","37.3340867219613","0.0","0.426665928449127","0.056901718852687","0.239515494564048","0.0304222021578012","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","131.0","26.9710057946948","43.0785235798345","64.3811499181939","81.5490004917128","53.885736251668","38.7694001948395","0.0","0.426665928449127","0.169912037449743","0.239515494564048","0.0304222021578012","","","","","","","","","","","","","","","","","",""
