regime,method,noise,h_profile,mean_absolute_error,max_absolute_error,count
zero,Expanded DML + graph zero,N2,Hstep,19.720646989060203,89.18011835147627,24
zero,Expanded DML + graph zero,N3,Hbrn,31.365923630026145,142.59778778185137,24
zero,Expanded DML + graph zero,N3,Hdec,52.78283673437992,196.8258435584139,24
zero,Expanded DML + graph zero,N3,Hprbs,25.07500704861218,97.4390838687541,24
zero,Expanded DML + graph zero,N3,Hsin,38.59605152216265,114.47925184527412,24
zero,Expanded DML + graph zero,N3,Hstep,34.62655152385097,114.30647686054,24
zero,Expanded LSE,N1,Hbrn,0.3970988170775756,1.375971012300461,24
zero,Expanded LSE,N1,Hdec,0.1682354946312983,0.6374451938002235,24
zero,Expanded LSE,N1,Hprbs,0.24362947091153356,0.8217984427208975,24
zero,Expanded LSE,N1,Hsin,0.25502669998762073,1.1722039351960465,24
