regime,method,noise,h_profile,t1_t2_mean_absolute_error,t3_t4_mean_absolute_error,t1_t2_over_t3_t4_ratio
zero,Average LSE + graph control,N2,Hstep,0.09799679548342471,0.1421251685415513,0.6895104961988112
zero,Average LSE + graph control,N3,Hbrn,0.41303249721431035,0.04432349115253571,9.318591258817866
zero,Average LSE + graph control,N3,Hdec,0.08687719876931871,0.05919167561332461,1.4677266333335868
zero,Average LSE + graph control,N3,Hprbs,0.10974823271979009,0.09744932091331067,1.126208286432497
zero,Average LSE + graph control,N3,Hsin,0.4266647468871194,0.06933936457624428,6.153283196271099
zero,Average LSE + graph control,N3,Hstep,0.0828967604088743,0.07445112659942853,1.1134386300812618
zero,Expanded LSE,N1,Hbrn,0.593131300358766,0.16397086475228062,3.617296897560677
zero,Expanded LSE,N1,Hdec,0.14970633109555065,0.11811316569162614,1.267482166098308
zero,Expanded LSE,N1,Hprbs,0.229189325081286,0.12878748515164745,1.7795931399034248
zero,Expanded LSE,N1,Hsin,0.37344505069145695,0.12190256165865554,3.0634717237292852
zero,Expanded LSE,N1,Hstep,0.14314136714168169,0.11953351614115747,1.1974998457557764
zero,Expanded LSE,N2,Hbrn,0.5729131796516316,0.17486142378841255,3.2763840488046885
zero,Expanded LSE,N2,Hdec,0.1281642357199107,0.12411012416228141,1.032665437932592
zero,Expanded LSE,N2,Hprbs,0.24874652277939907,0.13986317620305377,1.778499026922341
zero,Expanded LSE,N2,Hsin,0.38283563902956436,0.11625700695527671,3.2930113122285922
zero,Expanded LSE,N2,Hstep,0.13492242286344844,0.12179946265363782,1.107742348971838
zero,Expanded LSE,N3,Hbrn,0.4148187783193642,0.07030429322618015,5.9003335256472305
zero,Expanded LSE,N3,Hdec,0.09853823856491005,0.11718698124203927,0.8408633580328184
zero,Expanded LSE,N3,Hprbs,0.22002414416590438,0.07835117499656725,2.8081792541789468
zero,Expanded LSE,N3,Hsin,0.37722176592522744,0.10778924927573294,3.4996232783871237
zero,Expanded LSE,N3,Hstep,0.07781588237410433,0.09311089783528835,0.8357333479026199
zero,Expanded LSE + graph zero,N1,Hbrn,0.593131300358766,0.13455385818347532,4.408132983819628
zero,Expanded LSE + graph zero,N1,Hdec,0.14970633109555065,0.029705335064828642,5.039711916018889
zero,Expanded LSE + graph zero,N1,Hprbs,0.229189325081286,0.12834890416473727,1.7856741868798423
zero,Expanded LSE + graph zero,N1,Hsin,0.37344505069145695,0.06165743254499081,6.056772643248774
zero,Expanded LSE + graph zero,N1,Hstep,0.14314136714168169,0.10298922637495399,1.3898673888523578
zero,Expanded LSE + graph zero,N2,Hbrn,0.5729131796516316,0.17486142378841255,3.2763840488046885
zero,Expanded LSE + graph zero,N2,Hdec,0.1281642357199107,0.1157534543393847,1.1072173737825401
zero,Expanded LSE + graph zero,N2,Hprbs,0.24874652277939907,0.13986317620305377,1.778499026922341
zero,Expanded LSE + graph zero,N2,Hsin,0.38283563902956436,0.11625700695527671,3.2930113122285922
zero,Expanded LSE + graph zero,N2,Hstep,0.13492242286344844,0.12179946265363782,1.107742348971838
zero,Expanded LSE + graph zero,N3,Hbrn,0.4148187783193642,0.07030429322618015,5.9003335256472305
zero,Expanded LSE + graph zero,N3,Hdec,0.09853823856491005,0.0877960484079651,1.1223539140056604
zero,Expanded LSE + graph zero,N3,Hprbs,0.16597942312738667,0.07835117499656725,2.1184037525239234
zero,Expanded LSE + graph zero,N3,Hsin,0.37722176592522744,0.10778924927573294,3.4996232783871237
zero,Expanded LSE + graph zero,N3,Hstep,0.07781588237410433,0.09311089783528835,0.8357333479026199
zero,Expanded LSE + graph control,N1,Hbrn,0.5931313003587496,0.13629780624388776,4.351730352118917
zero,Expanded LSE + graph control,N1,Hdec,0.1497063310955504,0.028805057676317913,5.197223792356143
zero,Expanded LSE + graph control,N1,Hprbs,0.22918932508128675,0.14929048250984292,1.5351904637737104
zero,Expanded LSE + graph control,N1,Hsin,0.37344505069145795,0.06159853867748943,6.0625634748690835
zero,Expanded LSE + graph control,N1,Hstep,0.143141367141682,0.10041969609793414,1.4254311923239005
zero,Expanded LSE + graph control,N2,Hbrn,0.5729131796516042,0.1748614237884091,3.276384048804596
zero,Expanded LSE + graph control,N2,Hdec,0.1281642357199103,0.1073600759122226,1.1937792948721195
zero,Expanded LSE + graph control,N2,Hprbs,0.2487465227793984,0.13986317620305383,1.7784990269223355
zero,Expanded LSE + graph control,N2,Hsin,0.3828356390295549,0.11625700695527752,3.2930113122284883
zero,Expanded LSE + graph control,N2,Hstep,0.13492242286344683,0.12179946265363845,1.1077423489718192
zero,Expanded LSE + graph control,N3,Hbrn,0.4148187783193526,0.07030429322617912,5.900333525647151
zero,Expanded LSE + graph control,N3,Hdec,0.09698330165620596,0.07140867519849015,1.3581445305717779
zero,Expanded LSE + graph control,N3,Hprbs,0.1239149599079992,0.07835117499656802,1.5815328859257949
zero,Expanded LSE + graph control,N3,Hsin,0.37722176592522405,0.10778924927573338,3.499623278387078
zero,Expanded LSE + graph control,N3,Hstep,0.07781588237410418,0.09311089783528861,0.8357333479026159
zero,Linear state-space estimator,N1,Hbrn,0.4281151298489426,0.06331345242589057,6.761835177919865
zero,Linear state-space estimator,N1,Hdec,69.94974894733255,0.09289903219509665,752.9653140027502
zero,Linear state-space estimator,N1,Hprbs,22.18437023036967,0.07478467324823479,296.6432728365676
zero,Linear state-space estimator,N1,Hsin,6.836473292224594,0.05975496133946912,114.40846314645663
zero,Linear state-space estimator,N1,Hstep,41.95942198945737,0.0816926050608429,513.6257064908983
zero,Linear state-space estimator,N2,Hbrn,0.43121475200152354,0.06423874069920946,6.712689995288625
zero,Linear state-space estimator,N2,Hdec,68.96698908567967,0.09615241232574363,717.2673822476173
zero,Linear state-space estimator,N2,Hprbs,21.896462660954263,0.0750570799599713,291.73080904069104
zero,Linear state-space estimator,N2,Hsin,6.786580983941169,0.06016120700956123,112.80659616524315
zero,Linear state-space estimator,N2,Hstep,41.32511821223799,0.08843731516562604,467.28146523720227
zero,Linear state-space estimator,N3,Hbrn,20.11187066115863,17.8737696886068,1.1252170645333117
zero,Linear state-space estimator,N3,Hdec,214.6053000728471,59.58669668539457,3.601563973346579
zero,Linear state-space estimator,N3,Hprbs,79.47263889465977,41.852337708221846,1.8988817171626582
zero,Linear state-space estimator,N3,Hsin,45.63720360880419,31.521908770947196,1.4477931504854378
zero,Linear state-space estimator,N3,Hstep,37.355151009983764,24.65916969434263,1.5148584268250476
zero,Neural ODE,N1,Hbrn,1.6294760458065636,1.2080410898406901,1.3488581303318499
zero,Neural ODE,N1,Hdec,25.322908486502627,2.108848554110582,12.007931265212498
zero,Neural ODE,N1,Hprbs,437.9646001180193,24.577449923428695,17.819773877375507
zero,Neural ODE,N1,Hsin,54.80967430926404,5.903133777131396,9.284843674320147
zero,Neural ODE,N1,Hstep,1.1251036279976694,2.1352286340196995,0.526924194473541
zero,Neural ODE,N2,Hbrn,2.6612795907178453,3.315469871178434,0.8026854998299029
zero,Neural ODE,N2,Hdec,65.29273740483333,1.469371931511431,44.435813700124015
zero,Neural ODE,N2,Hprbs,25.551445646159166,3.2667657643606067,7.82163383886211
zero,Neural ODE,N2,Hsin,97.1813196203797,3.3152592874799987,29.31333907648875
zero,Neural ODE,N2,Hstep,0.9470945827620586,2.4909723869054035,0.38021079147274595
zero,Neural ODE,N3,Hbrn,258.4433659797371,561.124966215678,0.4605807646070768
zero,Neural ODE,N3,Hdec,110.940424826531,51.87887261339562,2.138450957738914
zero,Neural ODE,N3,Hprbs,31.19136262282938,22.416433130274033,1.3914507469390638
zero,Neural ODE,N3,Hsin,40.08568456282117,34.92912568399123,1.1476291999256456
zero,Neural ODE,N3,Hstep,41.20767807395306,21.897000644412223,1.881886873144365
zero,LSTM sequence model,N1,Hbrn,0.739258344021044,0.3674350519249564,2.011942900243571
zero,LSTM sequence model,N1,Hdec,0.3903450139909673,0.30014285164009225,1.3005307701248818
zero,LSTM sequence model,N1,Hprbs,0.4221158152169956,0.4626008231772431,0.9124839258127825
zero,LSTM sequence model,N1,Hsin,0.9863649595847308,0.29646985338758247,3.3270329118260507
zero,LSTM sequence model,N1,Hstep,0.33283487590181154,0.3742217310544944,0.8894055269423782
zero,LSTM sequence model,N2,Hbrn,0.9680730773814719,0.5035291967021256,1.9225758580076102
zero,LSTM sequence model,N2,Hdec,0.7567523856349292,0.3753890922680145,2.015914690176013
zero,LSTM sequence model,N2,Hprbs,0.6791207928486128,0.47065955933349335,1.4429129917393453
zero,LSTM sequence model,N2,Hsin,1.0022813340508436,0.4098140824946021,2.445697639158228
zero,LSTM sequence model,N2,Hstep,0.1833009083903512,0.5382810758310369,0.3405300996460968
zero,LSTM sequence model,N3,Hbrn,1.1970218407851645,0.5936747899698095,2.0162921872529527
zero,LSTM sequence model,N3,Hdec,0.7307551757128675,0.7384605303114766,0.9895656514027107
zero,LSTM sequence model,N3,Hprbs,1.0763221732646053,0.8167260559027847,1.3178496822595807
zero,LSTM sequence model,N3,Hsin,1.4033820337290819,0.7105516165871014,1.975059940711642
zero,LSTM sequence model,N3,Hstep,0.9023575824552571,0.8218608784875543,1.097944440567409
zero,Linear residual DML,N1,Hbrn,0.1493397677460741,0.051444923467195196,2.902905820071894
zero,Linear residual DML,N1,Hdec,0.20673163157123803,0.10922893569204642,1.8926452982576423
zero,Linear residual DML,N1,Hprbs,0.10661915800803858,0.055191177752096414,1.9318152347997084
zero,Linear residual DML,N1,Hsin,0.14566394917097886,0.1043280268979187,1.3962110997604307
zero,Linear residual DML,N1,Hstep,0.17790946449361023,0.10910042246575011,1.6306945516133207
zero,Linear residual DML,N2,Hbrn,0.14855890265749513,0.05616118095900236,2.6452239807055173
zero,Linear residual DML,N2,Hdec,0.20881007767028492,0.11085609744603404,1.8836138244171543
zero,Linear residual DML,N2,Hprbs,0.10622506991271091,0.05563519742004832,1.9093141543240462
zero,Linear residual DML,N2,Hsin,0.15021837158698115,0.10687373370553209,1.4055686685455944
zero,Linear residual DML,N2,Hstep,0.17921785100524806,0.11087941688817528,1.6163311102726472
zero,Linear residual DML,N3,Hbrn,0.20203619962969632,0.10619865804793427,1.902436465237672
zero,Linear residual DML,N3,Hdec,0.22966167261487413,0.14697357806094113,1.5626051678462043
zero,Linear residual DML,N3,Hprbs,0.27088904193121915,0.1940336192300207,1.396093331692632
zero,Linear residual DML,N3,Hsin,0.20508468968356963,0.1435531356330151,1.4286326019924511
zero,Linear residual DML,N3,Hstep,0.24462210504218868,0.14672707558974343,1.667191307800374
zero,Linear residual DML + graph zero,N1,Hbrn,0.1493397677460741,0.03221141010077247,4.636238130490685
zero,Linear residual DML + graph zero,N1,Hdec,0.20673163157123803,0.02349184236993951,8.800145527784348
zero,Linear residual DML + graph zero,N1,Hprbs,0.10661915800803858,0.049209979402883915,2.1666165948809613
zero,Linear residual DML + graph zero,N1,Hsin,0.14566394917097886,0.05971996111115646,2.439116611276007
zero,Linear residual DML + graph zero,N1,Hstep,0.17790946449361023,0.10154603297125545,1.752008023237805
zero,Linear residual DML + graph zero,N2,Hbrn,0.14855890265749513,0.05616118095900236,2.6452239807055173
zero,Linear residual DML + graph zero,N2,Hdec,0.20881007767028492,0.10088208315307642,2.069843039952305
zero,Linear residual DML + graph zero,N2,Hprbs,0.10622506991271091,0.05563519742004832,1.9093141543240462
zero,Linear residual DML + graph zero,N2,Hsin,0.15021837158698115,0.10687373370553209,1.4055686685455944
zero,Linear residual DML + graph zero,N2,Hstep,0.17921785100524806,0.11087941688817528,1.6163311102726472
zero,Linear residual DML + graph zero,N3,Hbrn,0.20203619962969632,0.10619865804793427,1.902436465237672
zero,Linear residual DML + graph zero,N3,Hdec,0.22966167261487413,0.09083465099865032,2.5283487093299515
zero,Linear residual DML + graph zero,N3,Hprbs,0.15913016467142013,0.1940336192300207,0.8201164586987185
zero,Linear residual DML + graph zero,N3,Hsin,0.20508468968356963,0.1435531356330151,1.4286326019924511
zero,Linear residual DML + graph zero,N3,Hstep,0.24462210504218868,0.14672707558974343,1.667191307800374
zero,Linear residual DML + graph control,N1,Hbrn,2.728496589022327,0.032285322132725953,84.51198280771038
zero,Linear residual DML + graph control,N1,Hdec,3.012342042698472,0.018077949893690937,166.63073304289642
zero,Linear residual DML + graph control,N1,Hprbs,2.958996997571966,0.11576869404489024,25.55956100208396
zero,Linear residual DML + graph control,N1,Hsin,2.9574055695602692,0.13341843006627435,22.166394613481852
zero,Linear residual DML + graph control,N1,Hstep,2.978888724164662,0.1690197708625665,17.62449865457964
zero,Linear residual DML + graph control,N2,Hbrn,2.708345289734753,0.14451406173556008,18.74105022866657
zero,Linear residual DML + graph control,N2,Hdec,3.0320909219342824,0.19250412760626714,15.750783942336465
zero,Linear residual DML + graph control,N2,Hprbs,2.95211170692972,0.21302779839349462,13.857870799925944
zero,Linear residual DML + graph control,N2,Hsin,2.966125975972452,0.3620219161072479,8.193222133805143
zero,Linear residual DML + graph control,N2,Hstep,3.007882988786145,0.3467091135385411,8.675523288348117
zero,Linear residual DML + graph control,N3,Hbrn,2.884428734256248,2.4691997978294733,1.168163360774522
zero,Linear residual DML + graph control,N3,Hdec,4.273810535543529,0.5740486790532366,7.445031565253685
zero,Linear residual DML + graph control,N3,Hprbs,1.133373750757174,2.6741041230291174,0.4238330665573837
zero,Linear residual DML + graph control,N3,Hsin,4.810441841564962,2.5520915223470335,1.8849017754430037
zero,Linear residual DML + graph control,N3,Hstep,5.369897527474999,2.5000407596341976,2.1479239915515276
zero,Expanded DML,N1,Hbrn,6.372126624675218,3.2869213847216088,1.938630675590349
zero,Expanded DML,N1,Hdec,51.06488621545577,2.0641159052075864,24.739350191829573
zero,Expanded DML,N1,Hprbs,19.51654845721623,2.7773536052359304,7.027030487015837
zero,Expanded DML,N1,Hsin,17.549374083695,2.0504717812708577,8.558700609290078
zero,Expanded DML,N1,Hstep,41.07620830021915,2.0437651110682964,20.09830194172764
zero,Expanded DML,N2,Hbrn,6.516215379752111,3.1921505462239566,2.041324582094113
zero,Expanded DML,N2,Hdec,51.13635857928057,1.6888482205878574,30.278836165325103
zero,Expanded DML,N2,Hprbs,19.517535948772093,2.5706091405140796,7.592572375615573
zero,Expanded DML,N2,Hsin,17.495153725019748,1.6772380491948982,10.430930620383737
zero,Expanded DML,N2,Hstep,41.06915507972735,1.6993317395318854,24.167826754675144
zero,Expanded DML,N3,Hbrn,23.14718365663066,29.872514740173756,0.7748655865755218
zero,Expanded DML,N3,Hdec,81.24979497132881,30.063885642643072,2.7025713155349043
zero,Expanded DML,N3,Hprbs,40.76834486537035,30.437502557007974,1.3394116284347972
zero,Expanded DML,N3,Hsin,45.62741516679807,30.059424173368825,1.5179071596195686
zero,Expanded DML,N3,Hstep,42.05299783131704,30.075202619260384,1.398261496811529
zero,Expanded DML + graph zero,N1,Hbrn,6.372126624675218,2.785526191933968,2.2875845300349167
zero,Expanded DML + graph zero,N1,Hdec,51.06488621545577,0.48442992883155966,105.41232730732345
zero,Expanded DML + graph zero,N1,Hprbs,19.51654845721623,2.560586436939502,7.621905738336667
zero,Expanded DML + graph zero,N1,Hsin,17.549374083695,1.271668115635407,13.800278443661542
zero,Expanded DML + graph zero,N1,Hstep,41.07620830021915,1.9343670207040304,21.234961028889487
zero,Expanded DML + graph zero,N2,Hbrn,6.516215379752111,3.1921505462239566,2.041324582094113
zero,Expanded DML + graph zero,N2,Hdec,51.13635857928057,1.5852048320236065,32.25851798218532
zero,Expanded DML + graph zero,N2,Hprbs,19.517535948772093,2.5706091405140796,7.592572375615573
zero,Expanded DML + graph zero,N2,Hsin,17.495153725019748,1.6772380491948982,10.430930620383737
zero,Expanded DML + graph zero,N2,Hstep,41.06915507972735,1.6993317395318854,24.167826754675144
zero,Expanded DML + graph zero,N3,Hbrn,23.14718365663066,29.872514740173756,0.7748655865755218
zero,Expanded DML + graph zero,N3,Hdec,81.24979497132881,26.097579245415545,3.1133077212746323
zero,Expanded DML + graph zero,N3,Hprbs,6.599529684338449,30.437502557007974,0.21682231227670037
zero,Expanded DML + graph zero,N3,Hsin,45.62741516679807,30.059424173368825,1.5179071596195686
zero,Expanded DML + graph zero,N3,Hstep,42.05299783131704,30.075202619260384,1.398261496811529
zero,Expanded DML + graph control,N1,Hbrn,3.868467606582562,1.0509353211720982,3.6809759160707403
zero,Expanded DML + graph control,N1,Hdec,5.1592460736719365,0.4877101767633576,10.578508137580364
zero,Expanded DML + graph control,N1,Hprbs,4.730245430180858,2.9547998415247125,1.600868310504577
zero,Expanded DML + graph control,N1,Hsin,3.8583793475757564,0.46859483335914975,8.23393488979965
zero,Expanded DML + graph control,N1,Hstep,3.111973966003662,1.2564445607328008,2.4768096128241854
zero,Expanded DML + graph control,N2,Hbrn,4.1579465728953595,1.1620960378664373,3.577971559501387
zero,Expanded DML + graph control,N2,Hdec,5.339978047072874,2.057987631161482,2.5947571142879564
zero,Expanded DML + graph control,N2,Hprbs,6.343983708189705,1.7707050268560725,3.5827445068327353
zero,Expanded DML + graph control,N2,Hsin,4.737950531278596,1.5325510176853485,3.0915450621894762
zero,Expanded DML + graph control,N2,Hstep,2.05333784177821,2.025407135722883,1.013790168683966
zero,Expanded DML + graph control,N3,Hbrn,2.2874808725350606,2.726792636774589,0.8388906591888218
zero,Expanded DML + graph control,N3,Hdec,2.1877711768638863,13.198672255665521,0.1657569136111238
zero,Expanded DML + graph control,N3,Hprbs,2.3950715360737025,1.0764451051256225,2.224982513896233
zero,Expanded DML + graph control,N3,Hsin,3.9603240542547904,1.708668763366859,2.3177833756679327
zero,Expanded DML + graph control,N3,Hstep,1.4697507523190259,0.9414576720818448,1.561143741140233
zero,RBF GP,N1,Hbrn,0.30553388624545974,0.19814803334302933,1.5419476090208097
zero,RBF GP,N1,Hdec,0.5153695076311318,0.14730672124160443,3.498615021006753
zero,RBF GP,N1,Hprbs,0.5437811882330139,0.04816915077739818,11.288992632358502
zero,RBF GP,N1,Hsin,0.42030432549823593,0.15026721532081708,2.797046079551656
zero,RBF GP,N1,Hstep,0.1732177502793803,0.1475106894353776,1.174272528603865
zero,RBF GP,N2,Hbrn,0.3002654466686646,0.22252594136704376,1.3493503041669825
zero,RBF GP,N2,Hdec,0.5023813528462858,0.16688498166837842,3.01034489637049
zero,RBF GP,N2,Hprbs,0.5432445479790587,0.047484410872514836,11.440482002347053
zero,RBF GP,N2,Hsin,0.4206389999822661,0.17389443975415128,2.418933006581221
zero,RBF GP,N2,Hstep,0.17358632997290752,0.17772216856568937,0.9767286285883172
zero,RBF GP,N3,Hbrn,0.12969013964541928,0.07326676698900805,1.7701086723927129
zero,RBF GP,N3,Hdec,0.6112017305135395,0.23469742211305517,2.60421152056421
zero,RBF GP,N3,Hprbs,0.7263855699051673,0.2116097062342599,3.4326665956477025
zero,RBF GP,N3,Hsin,0.6703622571228541,0.23506836331650655,2.8517757458507864
zero,RBF GP,N3,Hstep,0.2845252537209562,0.2341057352614629,1.2153707101758182
zero,Matern GP,N1,Hbrn,0.21990477811624354,0.2632821432760693,0.8352438011174133
zero,Matern GP,N1,Hdec,0.2901067616245741,0.1388239370468558,2.089745960213312
zero,Matern GP,N1,Hprbs,0.1871632075036603,0.12507347060225746,1.496426113406996
zero,Matern GP,N1,Hsin,0.16566961790614726,0.131496600546645,1.2598775726326117
zero,Matern GP,N1,Hstep,0.24703748371617648,0.13349638110468987,1.850518206350822
zero,Matern GP,N2,Hbrn,0.2099020660982509,0.2834456314564388,0.7405373122870288
zero,Matern GP,N2,Hdec,0.2937935344211832,0.1299659606367775,2.2605421679778366
zero,Matern GP,N2,Hprbs,0.18519744591693857,0.11344934453518066,1.632424115588511
zero,Matern GP,N2,Hsin,0.17088703104922298,0.13587108604704726,1.2577144705390149
zero,Matern GP,N2,Hstep,0.2473561224417293,0.14118643769103656,1.7519821768081418
zero,Matern GP,N3,Hbrn,0.29332056140129625,0.2230252277242614,1.3151900544809438
zero,Matern GP,N3,Hdec,0.6599701762913474,0.2719901928730868,2.426448429334714
zero,Matern GP,N3,Hprbs,0.43390254135194306,0.40259296096218544,1.0777698157338087
zero,Matern GP,N3,Hsin,0.4060667136718091,0.2673872402153433,1.5186465642293876
zero,Matern GP,N3,Hstep,0.40709106113324556,0.2719445556351154,1.4969634533866694
