regime,method,noise,h_profile,t1_t2_mean_absolute_error,t3_t4_mean_absolute_error,t1_t2_over_t3_t4_ratio
zero,Average LSE,N3,Hdec,0.07971779237108875,0.07312907994686324,1.0900970233594212
zero,Average LSE,N3,Hprbs,0.08716567615933417,0.0571852465421228,1.52426860825244
zero,Average LSE,N3,Hsin,0.11207313917264944,0.06955038587394825,1.6113949299399803
zero,Average LSE,N3,Hstep,0.0733740867980815,0.07340802899226172,0.9995376228643355
zero,Average LSE + graph zero,N1,Hbrn,0.16083612862900656,0.06875176234416455,2.3393746304840413
zero,Average LSE + graph zero,N1,Hdec,0.10438115075499443,0.04978945848936367,2.096450813524975
zero,Average LSE + graph zero,N1,Hprbs,0.09943125513328951,0.09244977745130575,1.0755164357822384
zero,Average LSE + graph zero,N1,Hsin,0.12881248390850059,0.055375453498734795,2.326165760636952
zero,Average LSE + graph zero,N1,Hstep,0.08999214500914296,0.06368891586205026,1.4129953978815608
zero,Average LSE + graph zero,N2,Hbrn,0.1600497894353634,0.08694161079732184,1.8408882463481298
zero,Average LSE + graph zero,N2,Hdec,0.09840316161918287,0.06754814326663963,1.4567855881803604
zero,Average LSE + graph zero,N2,Hprbs,0.09646230246384131,0.09856967181207237,0.9786205096406443
zero,Average LSE + graph zero,N2,Hsin,0.12698986593033498,0.06829827944461848,1.8593420941637069
zero,Average LSE + graph zero,N2,Hstep,0.09097541505434353,0.07205847554714176,1.2625220609174006
zero,Average LSE + graph zero,N3,Hbrn,0.1785874406774933,0.05831879471984369,3.062262200983497
zero,Average LSE + graph zero,N3,Hdec,0.07971779237108875,0.06462637550992424,1.2335179211597131
zero,Average LSE + graph zero,N3,Hprbs,0.057846938679397095,0.0571852465421228,1.0115710288454713
zero,Average LSE + graph zero,N3,Hsin,0.11207313917264944,0.06955038587394825,1.6113949299399803
zero,Average LSE + graph zero,N3,Hstep,0.0733740867980815,0.07340802899226172,0.9995376228643355
zero,Average LSE + graph control,N1,Hbrn,0.18373435415603814,0.1267254366739265,1.449861677169041
zero,Average LSE + graph control,N1,Hdec,0.09639652018581991,0.03242629035464484,2.972789028024348
zero,Average LSE + graph control,N1,Hprbs,0.2256486774583639,0.07702119951417405,2.9296957056198307
zero,Average LSE + graph control,N1,Hsin,0.4386083104481038,0.07024821058393531,6.243693708383325
zero,Average LSE + graph control,N1,Hstep,0.10165281033929065,0.10688393039753466,0.9510579369715555
zero,Average LSE + graph control,N2,Hbrn,0.16364608172503373,0.14621687315291576,1.119201075746506
zero,Average LSE + graph control,N2,Hdec,0.08285365505765449,0.1182750749806401,0.7005166140982487
zero,Average LSE + graph control,N2,Hprbs,0.22576063562012913,0.06758722061700526,3.340285834498818
zero,Average LSE + graph control,N2,Hsin,0.4659141537974247,0.1398496955690627,3.33153498762777
