source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string,selection_note,original_connection_type,source_all_links_csv
X1A,Y1A,0,7.297439957912091e-45,0.19706546614955936,0.19706546614955936,-->,"(0,0) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,Y1A,1,5.18151267880608e-16,0.11438484923491883,0.11438484923491883,-->,"(0,-1) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,X2A,0,1.065048976168651e-14,0.10911336184467545,0.10911336184467545,-->,"(0,0) --> (2,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,Y2A,0,0.0002997646181662278,0.051197338789869457,0.051197338789869457,-->,"(0,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,Y2A,1,0.01092347883946035,0.03604873009623564,0.03604873009623564,-->,"(0,-1) --> (3,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,Y3A,0,0.013725993249085576,0.03489476410548833,0.03489476410548833,-->,"(0,0) --> (5,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,X1B,1,0.04065117779168385,0.02897430790897543,0.02897430790897543,-->,"(0,-1) --> (10,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X1A,X2B,0,0.03330495684494412,-0.03015801025540094,0.03015801025540094,-->,"(0,0) --> (12,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X1A,0,7.297439957912091e-45,0.19706546614955936,0.19706546614955936,<--,"(1,0) <-- (0,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X1A,1,3.076510115953006e-27,0.15216484387103094,0.15216484387103094,-->,"(1,-1) --> (0,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X2A,0,2.52116178525093e-15,0.11189098561869702,0.11189098561869702,x-x,"(1,0) x-x (2,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,0,0.0013535209451988335,0.04537295911706619,0.04537295911706619,-->,"(1,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,1,0.0012519176220568693,0.04568975411030269,0.04568975411030269,-->,"(1,-1) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X3A,1,1.8347992537709934e-11,0.0949289535467181,0.0949289535467181,-->,"(1,-1) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y3A,1,0.004609795960922946,0.040104242027433214,0.040104242027433214,-->,"(1,-1) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X4A,0,0.009783806540881372,0.03656433885843307,0.03656433885843307,<->,"(1,0) <-> (6,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X4A,1,7.509821655824447e-05,0.056027876888592155,0.056027876888592155,-->,"(1,-1) --> (6,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y4A,1,0.04148420935924632,0.028878434652669416,0.028878434652669416,-->,"(1,-1) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X5A,1,0.011567289706682166,0.0357611986695861,0.0357611986695861,-->,"(1,-1) --> (8,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y5A,0,0.016387701691189548,0.03401024327924774,0.03401024327924774,-->,"(1,0) --> (9,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,X1B,1,0.025141930420817728,-0.031695797379264104,0.031695797379264104,-->,"(1,-1) --> (10,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y1B,1,0.021335239203568206,-0.03260036175797769,0.03260036175797769,-->,"(1,-1) --> (11,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,X1A,0,1.065048976168651e-14,0.10911336184467545,0.10911336184467545,<--,"(2,0) <-- (0,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,Y1A,0,2.52116178525093e-15,0.11189098561869702,0.11189098561869702,x-x,"(2,0) x-x (1,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,Y1A,1,7.429077324089534e-07,0.07000938437671896,0.07000938437671896,-->,"(2,-1) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,Y2A,0,0.000292136920927423,0.0512916818245486,0.0512916818245486,<--,"(2,0) <-- (3,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,Y2A,1,2.38363891297227e-09,0.08443181451092814,0.08443181451092814,-->,"(2,-1) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,X3A,0,5.4832756673455145e-06,0.06431477940586625,0.06431477940586625,<--,"(2,0) <-- (4,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
X2A,X3A,1,4.321903459110257e-05,0.057870629104827195,0.057870629104827195,<->,"(2,-1) <-> (4,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hdec_N2_parcorr_linear_assumed_all_links.csv
