source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string,selection_note,original_connection_type,source_all_links_csv
X1A,Y1A,0,8.324465120348638e-38,0.1805110550159162,0.1805110550159162,-->,"(0,0) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,Y1A,1,7.786799332941026e-16,0.11368876119133906,0.11368876119133906,-->,"(0,-1) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,X2A,0,1.2750638257397063e-07,0.07468592838652555,0.07468592838652555,x-x,"(0,0) x-x (2,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,X2A,1,0.047036152726055824,-0.02809583400299618,0.02809583400299618,-->,"(0,-1) --> (2,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,Y2A,0,0.0030408996944723088,0.041966292939501236,0.041966292939501236,-->,"(0,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,X3A,0,3.090765659310198e-06,0.06599257782548426,0.06599257782548426,-->,"(0,0) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,Y3A,0,0.0014096720499837583,0.04519811535662442,0.04519811535662442,-->,"(0,0) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,Y4A,0,0.013417542363275638,0.03501338966875586,0.03501338966875586,-->,"(0,0) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,X2B,1,0.0329400204077952,0.030199481043919913,0.030199481043919913,-->,"(0,-1) --> (12,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,X4B,0,0.016693830967789956,0.033907388118944955,0.033907388118944955,-->,"(0,0) --> (16,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X1A,Y4B,1,0.026033469445303103,0.03150476126904748,0.03150476126904748,-->,"(0,-1) --> (17,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X1A,0,8.324465120348638e-38,0.1805110550159162,0.1805110550159162,<--,"(1,0) <-- (0,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X1A,1,1.038233912462239e-26,0.150604406794371,0.150604406794371,<->,"(1,-1) <-> (0,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X2A,0,1.8271821153122063e-19,0.12724708187037911,0.12724708187037911,-->,"(1,0) --> (2,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X2A,1,4.8453592320485525e-06,0.06463635218309935,0.06463635218309935,-->,"(1,-1) --> (2,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,0,0.0007105856052720909,0.04793409933404878,0.04793409933404878,-->,"(1,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,1,0.004961732790467014,0.03979038528271674,0.03979038528271674,-->,"(1,-1) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X3A,0,0.028129620913731793,0.031095646904936877,0.031095646904936877,-->,"(1,0) --> (4,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X3A,1,5.296840624193913e-16,0.11440428747871086,0.11440428747871086,-->,"(1,-1) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y3A,0,0.0011066115482619005,0.04618213753560836,0.04618213753560836,-->,"(1,0) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y3A,1,0.002467552862085942,0.042854894252806766,0.042854894252806766,-->,"(1,-1) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X4A,0,0.011811851971705983,0.035657013585079715,0.035657013585079715,-->,"(1,0) --> (6,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X4A,1,0.00011176028536571802,0.05467155302804519,0.05467155302804519,-->,"(1,-1) --> (6,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y4A,1,0.013987993156405514,0.03480923527364221,0.03480923527364221,-->,"(1,-1) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X5A,1,0.007616294734627332,0.03779273794168146,0.03779273794168146,-->,"(1,-1) --> (8,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y5A,0,0.012637534073028431,0.035336574311692875,0.035336574311692875,-->,"(1,0) --> (9,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,Y1B,1,0.013322011732235566,-0.03504600612766395,0.03504600612766395,-->,"(1,-1) --> (11,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
Y1A,X2B,1,0.015155604699508721,-0.03438933180800131,0.03438933180800131,-->,"(1,-1) --> (12,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X2A,X1A,0,1.2750638257397063e-07,0.07468592838652555,0.07468592838652555,x-x,"(2,0) x-x (0,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
X2A,X1A,1,0.025150063496668908,0.03168450729839275,0.03168450729839275,-->,"(2,-1) --> (0,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hstep_N1_parcorr_linear_assumed_all_links.csv
