source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string,selection_note,original_connection_type,source_all_links_csv
X1A,Y1A,0,0.0,0.9412023838421824,0.9412023838421824,<--,"(0,0) <-- (1,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X2A,0,6.329698808243865e-35,0.17323664112778084,0.17323664112778084,x-x,"(0,0) x-x (2,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X2A,1,0.02763816819849933,-0.031159116342089455,0.031159116342089455,-->,"(0,-1) --> (2,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X3A,0,0.037141715491339315,0.029496702158978226,0.029496702158978226,-->,"(0,0) --> (4,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X5A,1,0.04558689022669593,0.02830267213807168,0.02830267213807168,-->,"(0,-1) --> (8,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,Y5A,0,0.02422772713944087,-0.031901073726682036,0.031901073726682036,-->,"(0,0) --> (9,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,Y5A,1,0.013878501276178732,0.03482821598755313,0.03482821598755313,-->,"(0,-1) --> (9,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X1B,1,0.015736346826264846,0.03417881397576783,0.03417881397576783,-->,"(0,-1) --> (10,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X2B,1,0.044735870964741686,-0.02842345425689427,0.02842345425689427,-->,"(0,-1) --> (12,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,Y2B,1,0.03378639284847439,-0.030049071018014628,0.030049071018014628,-->,"(0,-1) --> (13,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X3B,0,0.014504256335659048,0.03460374936300911,0.03460374936300911,-->,"(0,0) --> (14,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X4B,0,0.010611516438368761,0.03616994152011063,0.03616994152011063,-->,"(0,0) --> (16,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,X4B,1,0.0123313094549561,0.035420611785593165,0.035420611785593165,-->,"(0,-1) --> (16,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
X1A,Y6_A,0,0.04692170478844653,-0.028147064970256493,0.028147064970256493,-->,"(0,0) --> (21,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,X1A,0,0.0,0.9412023838421824,0.9412023838421824,-->,"(1,0) --> (0,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,X1A,1,3.913630095766815e-06,0.06527134837467473,0.06527134837467473,<->,"(1,-1) <-> (0,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,0,5.387295309360424e-294,0.4861887624948597,0.4861887624948597,-->,"(1,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,1,0.0,-0.697702810054931,0.697702810054931,-->,"(1,-1) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,X4A,1,0.013249341113065395,-0.035052563900072796,0.035052563900072796,-->,"(1,-1) --> (6,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,Y4A,1,0.014925524535496034,0.03445739626739217,0.03445739626739217,-->,"(1,-1) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
Y1A,X5A,1,0.00027251616399742007,0.05151441323347914,0.05151441323347914,<->,"(1,-1) <-> (8,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hbrn_N3_parcorr_linear_assumed_all_links.csv
