source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string,selection_note,original_connection_type,source_all_links_csv
X1A,Y1A,0,4.759464974864382e-44,0.19521212314284475,0.19521212314284475,-->,"(0,0) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,Y1A,1,2.9294022702487284e-14,0.1072916073372689,0.1072916073372689,-->,"(0,-1) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,X2A,0,1.51152447924333e-17,0.12024409306584752,0.12024409306584752,<--,"(0,0) <-- (2,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,Y2A,0,2.5744147267280747e-05,0.05955810251559973,0.05955810251559973,-->,"(0,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,X3A,0,0.0006040966094968571,0.04855095867702157,0.04855095867702157,-->,"(0,0) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,Y3A,0,0.00745555512257426,0.03788642905138855,0.03788642905138855,-->,"(0,0) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,Y4A,0,0.03387972232209647,0.030069521957202246,0.030069521957202246,-->,"(0,0) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,X5A,0,0.021547726718094223,0.03257340138239531,0.03257340138239531,-->,"(0,0) --> (8,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,X5A,1,0.024078337696510407,0.03194753190765966,0.03194753190765966,-->,"(0,-1) --> (8,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,X4B,1,0.034729635186600216,0.029879815408481888,0.029879815408481888,-->,"(0,-1) --> (16,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
X1A,Y4B,1,0.015135041866824014,0.03438251328056677,0.03438251328056677,-->,"(0,-1) --> (17,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hsin_N1_parcorr_linear_assumed_all_links.csv
