source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string,selection_note,original_connection_type,source_all_links_csv
X1A,Y1A,0,1.6893775220451869e-47,0.20285944077796672,0.20285944077796672,-->,"(0,0) --> (1,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y1A,1,2.5735979353286305e-14,0.10752647488994352,0.10752647488994352,<->,"(0,-1) <-> (1,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,X2A,0,2.2033831198163115e-14,0.10779676281390917,0.10779676281390917,-->,"(0,0) --> (2,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y2A,0,1.1867590696870583e-05,0.06199785391119173,0.06199785391119173,-->,"(0,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,X3A,0,7.86499295925104e-05,0.05589974681513015,0.05589974681513015,-->,"(0,0) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y3A,0,0.04475471470630241,0.028420948906101064,0.028420948906101064,-->,"(0,0) --> (5,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y4A,0,0.023983520933273546,0.032001099447574406,0.032001099447574406,-->,"(0,0) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y1B,1,0.03950770027123532,0.029152784274180603,0.029152784274180603,-->,"(0,-1) --> (11,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
X1A,Y5_B,0,0.034242516292725574,-0.029990589116641604,0.029990589116641604,-->,"(0,0) --> (25,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X1A,0,1.6893775220451869e-47,0.20285944077796672,0.20285944077796672,<--,"(1,0) <-- (0,0)",selected_alpha005_preserved_original_connection_type,<--,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X1A,1,5.760180577828629e-13,0.10174099201817466,0.10174099201817466,<->,"(1,-1) <-> (0,0)",selected_alpha005_preserved_original_connection_type,<->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X2A,0,6.328535465962696e-15,0.11014869218384424,0.11014869218384424,x-x,"(1,0) x-x (2,0)",selected_alpha005_preserved_original_connection_type,x-x,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,0,0.00016334869918534467,0.05336380040365916,0.05336380040365916,-->,"(1,0) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y2A,1,0.0007215049041754368,0.047874874641084905,0.047874874641084905,-->,"(1,-1) --> (3,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X3A,1,1.9648677952403287e-12,0.09942513655859797,0.09942513655859797,-->,"(1,-1) --> (4,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y3A,0,0.0005498763049749676,0.048910591200947574,0.048910591200947574,-->,"(1,0) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y3A,1,0.0013003501906348734,0.04552220757413063,0.04552220757413063,-->,"(1,-1) --> (5,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X4A,0,0.013980303445740428,0.03480504907932339,0.03480504907932339,-->,"(1,0) --> (6,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X4A,1,0.00024020007664894957,0.051971938486718876,0.051971938486718876,-->,"(1,-1) --> (6,0)",selected_alpha005_preserved_original_connection_type,-->,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y4A,1,0.01632338751683255,0.03401355235989411,0.03401355235989411,-->,"(1,-1) --> (7,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,X5A,1,0.02066907376279095,0.03275018128074259,0.03275018128074259,-->,"(1,-1) --> (8,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
Y1A,Y5A,0,0.013693045512037422,0.03488248059309726,0.03488248059309726,-->,"(1,0) --> (9,0)",selected_alpha005_inferred_source_to_target_from_all_links_row,,non_overlapping_pulse_var_baseline_varbase_p1e4_rand_dt2000_ib1e4_fb1e4_tot1e7_seed7_ns0_Hprbs_N2_parcorr_linear_assumed_all_links.csv
