source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T1,T2,0,3.373339457275109e-128,0.23760259878089324,0.23760259878089324,-->,"(0,0) --> (1,0)"
T1,T2,1,6.780732936811893e-77,-0.18416163978041195,0.18416163978041195,-->,"(0,-1) --> (1,0)"
T1,T2,2,0.018544304792257906,-0.0235618471714215,0.0235618471714215,-->,"(0,-2) --> (1,0)"
T1,T3,2,2.212970032703305e-05,0.04243197478252801,0.04243197478252801,-->,"(0,-2) --> (2,0)"
T1,C,0,5.825555516331763e-177,0.2782786466012297,0.2782786466012297,-->,"(0,0) --> (4,0)"
T1,C,1,2.6764423080982075e-32,-0.11801850914672449,0.11801850914672449,-->,"(0,-1) --> (4,0)"
T1,u1,0,4.420439158993748e-18,0.08655689750528131,0.08655689750528131,<--,"(0,0) <-- (6,0)"
T2,T1,0,3.373339457275109e-128,0.23760259878089324,0.23760259878089324,<--,"(1,0) <-- (0,0)"
T2,T1,2,0.0008331702655628606,-0.033426893819841694,0.033426893819841694,<->,"(1,-2) <-> (0,0)"
T2,T3,1,0.048611855607995684,-0.019734170243761617,0.019734170243761617,-->,"(1,-1) --> (2,0)"
T2,C,0,4.179134533947502e-31,0.11573410497310656,0.11573410497310656,-->,"(1,0) --> (4,0)"
T2,u1,0,7.091339717332423e-05,0.039753086049488545,0.039753086049488545,<--,"(1,0) <-- (6,0)"
T2,u2,0,2.0506410152717e-27,0.10823961785878018,0.10823961785878018,<--,"(1,0) <-- (7,0)"
T3,P,0,0.04303226455590902,-0.020255705669122277,0.020255705669122277,-->,"(2,0) --> (5,0)"
T3,P,2,0.029073160028472142,-0.021840353693425286,0.021840353693425286,-->,"(2,-2) --> (5,0)"
T4,P,0,0.042459957465682124,0.020308570930079553,0.020308570930079553,-->,"(3,0) --> (5,0)"
T4,u4,0,4.575691296104089e-44,0.13864634312507862,0.13864634312507862,<--,"(3,0) <-- (9,0)"
C,T1,0,5.825555516331763e-177,0.2782786466012297,0.2782786466012297,<--,"(4,0) <-- (0,0)"
C,T2,0,4.179134533947502e-31,0.11573410497310656,0.11573410497310656,<--,"(4,0) <-- (1,0)"
C,T4,1,0.009089732847281299,0.02610762791939097,0.02610762791939097,-->,"(4,-1) --> (3,0)"
C,P,0,0.037120134840684056,0.020872942689098874,0.020872942689098874,x-x,"(4,0) x-x (5,0)"
P,T3,0,0.04303226455590902,-0.020255705669122277,0.020255705669122277,<--,"(5,0) <-- (2,0)"
P,T3,1,0.013267087085110282,-0.02478431402200032,0.02478431402200032,-->,"(5,-1) --> (2,0)"
P,T4,0,0.042459957465682124,0.020308570930079553,0.020308570930079553,<--,"(5,0) <-- (3,0)"
P,T4,1,0.032361825491232274,0.021418637386314505,0.021418637386314505,<->,"(5,-1) <-> (3,0)"
P,T4,2,0.0006630104416763722,-0.03405917669239185,0.03405917669239185,-->,"(5,-2) --> (3,0)"
P,C,0,0.037120134840684056,0.020872942689098874,0.020872942689098874,x-x,"(5,0) x-x (4,0)"
P,C,2,9.033322953943105e-05,-0.039186852746540705,0.039186852746540705,<->,"(5,-2) <-> (4,0)"
P,u1,0,0.01666434364830335,0.023957845626770835,0.023957845626770835,<--,"(5,0) <-- (6,0)"
P,u2,0,0.0006078069597475962,0.03430100456754663,0.03430100456754663,<--,"(5,0) <-- (7,0)"
P,u4,0,1.6724431876494484e-12,0.07058874681941024,0.07058874681941024,<--,"(5,0) <-- (9,0)"
u1,T1,0,4.420439158993748e-18,0.08655689750528131,0.08655689750528131,-->,"(6,0) --> (0,0)"
u1,T1,1,0.0,0.840825216710366,0.840825216710366,-->,"(6,-1) --> (0,0)"
u1,T1,2,0.0,-0.9065195760848247,0.9065195760848247,-->,"(6,-2) --> (0,0)"
u1,T2,0,7.091339717332423e-05,0.039753086049488545,0.039753086049488545,-->,"(6,0) --> (1,0)"
u1,T2,2,0.020693605123711326,0.023151291157746695,0.023151291157746695,-->,"(6,-2) --> (1,0)"
u1,C,2,2.69199234725914e-19,0.08970829802225838,0.08970829802225838,-->,"(6,-2) --> (4,0)"
u1,P,0,0.01666434364830335,0.023957845626770835,0.023957845626770835,-->,"(6,0) --> (5,0)"
u1,P,1,3.2678846968525305e-122,0.23206911728682272,0.23206911728682272,-->,"(6,-1) --> (5,0)"
u1,P,2,3.773194459573763e-72,-0.17833891574692215,0.17833891574692215,-->,"(6,-2) --> (5,0)"
u2,T2,0,2.0506410152717e-27,0.10823961785878018,0.10823961785878018,-->,"(7,0) --> (1,0)"
u2,T2,1,0.0,0.42309762405929446,0.42309762405929446,-->,"(7,-1) --> (1,0)"
u2,T2,2,0.0,-0.4118069844784929,0.4118069844784929,-->,"(7,-2) --> (1,0)"
u2,C,1,9.828705852852401e-11,0.06469419406425737,0.06469419406425737,-->,"(7,-1) --> (4,0)"
u2,C,2,6.019241863492741e-06,-0.04527128470765822,0.04527128470765822,-->,"(7,-2) --> (4,0)"
