"method","variant","system","output","input","value","local_gradient_std","sample_count","allowed_by_graph","controls","runtime_seconds","basis_terms","operating_input","basis_coefficients","raw_value","source_row_index","u","x1","x2","kernel","ridge_alpha","epochs","hidden","layers","batch_size","learning_rate","window","fd_relative_step","depth","rollout_horizon","ridge","solve_method","ss_max_steps","ss_steps_done","ss_residual_mean","ss_residual_max","pinv_rcond"
"dml_basis","graph_control","low_dim","x1","u","1.7997160790537756","0.7992457906558496","26.0","True","[]","0.0298101999796926","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.333693979057823, ""square"": 0.02223929797650931, ""cube"": 0.2729610385103063, ""tanh"": 5.49767968940215, ""signed_log1p"": -1.38956671402262}","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","low_dim","x2","u","0.0","0.0","26.0","False","[]","0.0298101999796926","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","low_dim","x1","u","1.7997160790537756","0.7992457906558496","26.0","True","[]","0.035670300014317","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.333693979057823, ""square"": 0.02223929797650931, ""cube"": 0.2729610385103063, ""tanh"": 5.49767968940215, ""signed_log1p"": -1.38956671402262}","1.7997160790537756","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","low_dim","x2","u","0.0","0.4713168530950706","26.0","False","[]","0.035670300014317","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": 0.05963420088861582, ""square"": -0.0341241686633782, ""cube"": -0.23160006745043624, ""tanh"": -5.329919960349547, ""signed_log1p"": 6.1011028002888406}","0.7163269051200505","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","low_dim","x1","u","1.7997160790537756","0.7992457906558496","26.0","","[]","0.0228983999695628","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.333693979057823, ""square"": 0.02223929797650931, ""cube"": 0.2729610385103063, ""tanh"": 5.49767968940215, ""signed_log1p"": -1.38956671402262}","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","low_dim","x2","u","0.7163269051200505","0.4713168530950706","26.0","","[]","0.0228983999695628","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": 0.05963420088861582, ""square"": -0.0341241686633782, ""cube"": -0.23160006745043624, ""tanh"": -5.329919960349547, ""signed_log1p"": 6.1011028002888406}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","3.0","0.0","1.6094637470293598","2.188433274403022","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","7.0","0.5003818664186679","2.5017658885750884","2.2200554667997823","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","11.0","0.0","1.6294602497945847","2.206236521990606","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","15.0","1.588855203878302","2.802371421283562","2.168983278785245","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","19.0","0.0","1.6169956874373466","2.17128239641392","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","23.0","1.102742760980774","2.820400045700697","2.178938225834216","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","27.0","0.0","1.6310216773758266","2.202442620643412","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","31.0","-1.0991712400376326","0.4877979982039877","2.146989424395212","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","35.0","0.0","1.643080152336614","2.10965266512686","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","39.0","-0.7993348603550983","0.576386100778399","2.258193302178217","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","43.0","0.0","1.6363242075825366","2.1778995233441028","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","47.0","1.4942137815850476","2.8855620323879663","2.221151293840489","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","51.0","0.0","1.692983250040798","2.2843986621623573","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","55.0","-1.978938781737701","0.4556104519815789","2.2152145637569527","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","59.0","0.0","1.6290364521102731","2.186173994043572","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","63.0","1.2849136735310651","2.728116884786166","2.209186071914373","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","67.0","0.0","1.686739890665691","2.2318720075117167","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","71.0","1.188277715008185","2.8243541189347297","2.1555624190109386","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","75.0","0.0","1.6441306797427797","2.176941492972454","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","79.0","-0.1282601886251169","1.4213481986776773","2.152635910588307","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","83.0","0.0","1.557878449239937","2.2150787263418628","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","87.0","-0.7878702927227459","0.5322995578832517","2.1441528051148704","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","91.0","0.0","1.6402909703208102","2.175158502175819","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","95.0","-0.8862975515969067","0.4816514011374243","2.2312666246844617","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","99.0","0.0","1.6189964177536658","2.2568887535645854","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","103.0","-0.9805216493835016","0.4794573785716273","2.131297668975425","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","low_dim","x1","u","1.8276515619591385","0.8121440573728527","26.0","True","[]","0.0254218999762088","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.2704401380222183, ""square"": 0.019263165764643653, ""cube"": 0.2526297685932213, ""tanh"": 5.130105891532296, ""signed_log1p"": -1.0509332760646846}","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_control","low_dim","x2","u","0.0","0.0","26.0","False","[]","0.0254218999762088","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","low_dim","x1","u","1.8276515619591385","0.8121440573728527","26.0","True","[]","0.0386871000519022","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.2704401380222183, ""square"": 0.019263165764643653, ""cube"": 0.2526297685932213, ""tanh"": 5.130105891532296, ""signed_log1p"": -1.0509332760646846}","1.8276515619591385","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","graph_zero","low_dim","x2","u","0.0","0.4470349397720659","26.0","False","[]","0.0386871000519022","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": 0.11913100744649577, ""square"": -0.034389341585569236, ""cube"": -0.2277390201949762, ""tanh"": -5.107318669251448, ""signed_log1p"": 5.764385571206878}","0.6679604600239708","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","low_dim","x1","u","1.8276515619591385","0.8121440573728527","26.0","","[]","0.0254642000654712","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": -2.2704401380222183, ""square"": 0.019263165764643653, ""cube"": 0.2526297685932213, ""tanh"": 5.130105891532296, ""signed_log1p"": -1.0509332760646846}","","","","","","","","","","","","","","","","","","","","","","",""
"dml_basis","pure","low_dim","x2","u","0.6679604600239708","0.4470349397720659","26.0","","[]","0.0254642000654712","linear,square,cube,tanh,signed_log1p","0.019191939882436095","{""linear"": 0.11913100744649577, ""square"": -0.034389341585569236, ""cube"": -0.2277390201949762, ""tanh"": -5.107318669251448, ""signed_log1p"": 5.764385571206878}","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","3.0","0.0","1.6","2.18","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","7.0","0.5003818664186679","2.5","2.22","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","11.0","0.0","1.62","2.2","","","","","","","","","","","","","","","","","",""
