source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T1,T2,0,0.0,0.5703102579854753,0.5703102579854753,<->,"(0,0) <-> (1,0)"
T1,T2,1,1.298171696191739e-90,0.19999310632202916,0.19999310632202916,-->,"(0,-1) --> (1,0)"
T1,T2,2,7.998521344219767e-117,-0.22694856789397455,0.22694856789397455,-->,"(0,-2) --> (1,0)"
T1,C,0,6.666539079602685e-108,0.2182326851248042,0.2182326851248042,-->,"(0,0) --> (4,0)"
T1,C,1,1.389171780012354e-12,0.07083490297606974,0.07083490297606974,-->,"(0,-1) --> (4,0)"
T1,C,2,2.2730113938043805e-05,-0.04238888083193405,0.04238888083193405,-->,"(0,-2) --> (4,0)"
T1,u1,0,0.046865466722299444,0.019890585738116418,0.019890585738116418,<--,"(0,0) <-- (6,0)"
T2,T1,0,0.0,0.5703102579854753,0.5703102579854753,<->,"(1,0) <-> (0,0)"
T2,T1,1,3.5812696157367942e-239,0.32171108117529246,0.32171108117529246,-->,"(1,-1) --> (0,0)"
T2,T1,2,1.227791752480691e-132,-0.24164625189359817,0.24164625189359817,-->,"(1,-2) --> (0,0)"
T2,C,0,1.3904778977054348e-104,0.21486857041748797,0.21486857041748797,-->,"(1,0) --> (4,0)"
T2,C,1,2.3524441385346288e-20,0.092347090251178,0.092347090251178,-->,"(1,-1) --> (4,0)"
T2,C,2,3.672906257660712e-12,-0.06948301967120238,0.06948301967120238,-->,"(1,-2) --> (4,0)"
T2,P,1,0.0009079035514353644,-0.03319770299800406,0.03319770299800406,<->,"(1,-1) <-> (5,0)"
T3,C,2,0.0037361409658419635,0.029022771516687352,0.029022771516687352,<->,"(2,-2) <-> (4,0)"
T3,P,2,0.000398177353189094,0.03543101341579485,0.03543101341579485,<->,"(2,-2) <-> (5,0)"
T4,P,1,0.004910967136377424,0.028143004886570466,0.028143004886570466,-->,"(3,-1) --> (5,0)"
C,T1,0,6.666539079602685e-108,0.2182326851248042,0.2182326851248042,<--,"(4,0) <-- (0,0)"
C,T1,1,2.826982733705841e-43,0.13739099245334274,0.13739099245334274,-->,"(4,-1) --> (0,0)"
C,T1,2,4.894347079768184e-07,-0.050316272867686904,0.050316272867686904,-->,"(4,-2) --> (0,0)"
C,T2,0,1.3904778977054348e-104,0.21486857041748797,0.21486857041748797,<--,"(4,0) <-- (1,0)"
C,T2,1,9.099087793892949e-50,0.14762844160888994,0.14762844160888994,-->,"(4,-1) --> (1,0)"
C,T2,2,1.0851121317578807e-07,-0.05312494874632539,0.05312494874632539,-->,"(4,-2) --> (1,0)"
u1,T1,0,0.046865466722299444,0.019890585738116418,0.019890585738116418,-->,"(6,0) --> (0,0)"
u1,T1,1,0.0,0.5507151594304651,0.5507151594304651,-->,"(6,-1) --> (0,0)"
u1,T1,2,0.00018404115680686317,-0.03741937345683597,0.03741937345683597,-->,"(6,-2) --> (0,0)"
u1,T2,2,5.3929410194479e-310,-0.3636864545013013,0.3636864545013013,-->,"(6,-2) --> (1,0)"
u1,C,1,0.0002961934443111434,0.03620589701086118,0.03620589701086118,-->,"(6,-1) --> (4,0)"
u1,C,2,0.0006565220562282439,-0.03409114200084855,0.03409114200084855,-->,"(6,-2) --> (4,0)"
u1,P,1,0.0,0.3975802975003151,0.3975802975003151,-->,"(6,-1) --> (5,0)"
u1,P,2,4.5363179570297424e-83,0.1914471133351822,0.1914471133351822,-->,"(6,-2) --> (5,0)"
u2,T1,2,0.0,-0.3652781261288317,0.3652781261288317,-->,"(7,-2) --> (0,0)"
u2,T2,1,0.0,0.6669214843878996,0.6669214843878996,-->,"(7,-1) --> (1,0)"
u2,T2,2,1.1895174487721534e-05,-0.04381013529946999,0.04381013529946999,-->,"(7,-2) --> (1,0)"
u2,C,1,4.477246254601144e-05,0.0408323485258353,0.0408323485258353,-->,"(7,-1) --> (4,0)"
