source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T2,P,2,0.0011825361188697503,-0.032448834480002305,0.032448834480002305,<->,"(1,-2) <-> (5,0)"
T3,C,0,1.6329658399697124e-08,0.05647975743000755,0.05647975743000755,x-x,"(2,0) x-x (4,0)"
T3,C,1,0.00021737874318295073,0.03699886488929703,0.03699886488929703,-->,"(2,-1) --> (4,0)"
T3,u3,0,3.135197011339602e-150,0.25680266123042556,0.25680266123042556,<--,"(2,0) <-- (8,0)"
T4,C,0,0.001177111448989351,0.03246680826511767,0.03246680826511767,x-x,"(3,0) x-x (4,0)"
T4,u4,0,6.440654068876627e-177,0.278231959210019,0.278231959210019,<--,"(3,0) <-- (9,0)"
C,T3,0,1.6329658399697124e-08,0.05647975743000755,0.05647975743000755,x-x,"(4,0) x-x (2,0)"
C,T4,0,0.001177111448989351,0.03246680826511767,0.03246680826511767,x-x,"(4,0) x-x (3,0)"
C,u4,0,0.007918581282155933,0.026571130528347694,0.026571130528347694,<--,"(4,0) <-- (9,0)"
P,C,2,3.7921033611746147e-07,-0.05080784215482853,0.05080784215482853,<->,"(5,-2) <-> (4,0)"
P,u3,0,0.0007558571514831115,0.03369792092550108,0.03369792092550108,<--,"(5,0) <-- (8,0)"
u1,T1,1,2.385334475384638e-83,0.1916851372935724,0.1916851372935724,-->,"(6,-1) --> (0,0)"
u1,T1,2,9.137488895404526e-23,0.09800598822467657,0.09800598822467657,-->,"(6,-2) --> (0,0)"
u1,C,1,1.3085974387665814e-194,0.29134152723260687,0.29134152723260687,-->,"(6,-1) --> (4,0)"
u1,C,2,1.7395296969407536e-112,-0.2227214700187527,0.2227214700187527,-->,"(6,-2) --> (4,0)"
u1,P,1,9.768117665901546e-21,0.09324940065939147,0.09324940065939147,-->,"(6,-1) --> (5,0)"
u1,P,2,5.673054267190823e-13,0.07204336072475247,0.07204336072475247,-->,"(6,-2) --> (5,0)"
u2,T2,1,2.7282552931562847e-10,0.06311449254315364,0.06311449254315364,-->,"(7,-1) --> (1,0)"
u2,T2,2,1.2812086383687044e-06,0.048423490063149194,0.048423490063149194,-->,"(7,-2) --> (1,0)"
u2,C,1,4.8712767595699704e-182,0.28207225284218856,0.28207225284218856,-->,"(7,-1) --> (4,0)"
u2,C,2,1.306244337345919e-105,-0.21585236773769573,0.21585236773769573,-->,"(7,-2) --> (4,0)"
u2,P,1,8.749076913435836e-40,0.13152371837161553,0.13152371837161553,-->,"(7,-1) --> (5,0)"
u2,P,2,2.777404349271447e-14,0.07602793511753667,0.07602793511753667,-->,"(7,-2) --> (5,0)"
u3,T3,0,3.135197011339602e-150,0.25680266123042556,0.25680266123042556,-->,"(8,0) --> (2,0)"
u3,T3,1,0.0,0.8993812072128722,0.8993812072128722,-->,"(8,-1) --> (2,0)"
u3,T3,2,0.0,-0.9478187601522425,0.9478187601522425,-->,"(8,-2) --> (2,0)"
u3,T4,2,2.129193816213791e-06,-0.04741056999800032,0.04741056999800032,-->,"(8,-2) --> (3,0)"
u3,C,1,6.62791800083343e-156,0.2615927996511816,0.2615927996511816,-->,"(8,-1) --> (4,0)"
u3,C,2,1.0886643735908494e-92,-0.20225271656787575,0.20225271656787575,-->,"(8,-2) --> (4,0)"
u3,P,0,0.0007558571514831115,0.03369792092550108,0.03369792092550108,-->,"(8,0) --> (5,0)"
u3,P,1,2.0105608250569822e-18,0.08745819409222413,0.08745819409222413,-->,"(8,-1) --> (5,0)"
u3,P,2,1.9083702333767163e-06,0.04763644075856058,0.04763644075856058,-->,"(8,-2) --> (5,0)"
u4,T4,0,6.440654068876627e-177,0.278231959210019,0.278231959210019,-->,"(9,0) --> (3,0)"
u4,T4,1,0.0,0.8890368393206481,0.8890368393206481,-->,"(9,-1) --> (3,0)"
u4,T4,2,0.0,-0.940147079463888,0.940147079463888,-->,"(9,-2) --> (3,0)"
u4,C,0,0.007918581282155933,0.026571130528347694,0.026571130528347694,-->,"(9,0) --> (4,0)"
u4,C,1,7.490131453805636e-64,0.16763410377295535,0.16763410377295535,-->,"(9,-1) --> (4,0)"
u4,C,2,9.260535433752693e-91,-0.2001354239928028,0.2001354239928028,-->,"(9,-2) --> (4,0)"
u4,P,1,3.9958268613904474e-28,0.10970725962207027,0.10970725962207027,-->,"(9,-1) --> (5,0)"
u4,P,2,3.423578481142077e-11,0.06624619122096097,0.06624619122096097,-->,"(9,-2) --> (5,0)"
