source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T1,T2,0,3.449827250724712e-246,0.3262403670563495,0.3262403670563495,<->,"(0,0) <-> (1,0)"
T1,T2,1,1.0232168040229117e-86,0.19565736752066432,0.19565736752066432,-->,"(0,-1) --> (1,0)"
T1,C,0,1.868566611456911e-58,0.16035302430369236,0.16035302430369236,-->,"(0,0) --> (4,0)"
T1,C,1,2.3870893526434622e-17,0.08467527491463994,0.08467527491463994,-->,"(0,-1) --> (4,0)"
T1,P,0,0.024756691177218543,-0.022474244852199402,0.022474244852199402,-->,"(0,0) --> (5,0)"
T1,u1,0,8.84591333058381e-11,0.06484314547972643,0.06484314547972643,<--,"(0,0) <-- (6,0)"
T1,u2,0,0.001280011314216148,0.03222247247412085,0.03222247247412085,<--,"(0,0) <-- (7,0)"
T2,T1,0,3.449827250724712e-246,0.3262403670563495,0.3262403670563495,<->,"(1,0) <-> (0,0)"
T2,T1,1,1.0721774194612441e-98,0.20874585420086106,0.20874585420086106,-->,"(1,-1) --> (0,0)"
T2,C,0,9.738918468787023e-54,0.15359926854289258,0.15359926854289258,-->,"(1,0) --> (4,0)"
T2,C,1,8.877238957402213e-24,0.10039270887522785,0.10039270887522785,-->,"(1,-1) --> (4,0)"
T2,u2,0,1.8204090872379392e-06,0.0477314458806285,0.0477314458806285,<--,"(1,0) <-- (7,0)"
T3,C,2,0.00020450594405982896,0.037159127201822774,0.037159127201822774,<->,"(2,-2) <-> (4,0)"
T3,P,2,0.01326652890481564,0.024790672305443337,0.024790672305443337,<->,"(2,-2) <-> (5,0)"
T4,C,2,0.0007996598412594482,0.0335540949209847,0.0335540949209847,-->,"(3,-2) --> (4,0)"
T4,P,1,0.02626834343707611,0.02223893405934777,0.02223893405934777,<->,"(3,-1) <-> (5,0)"
T4,P,2,0.0423847158604175,0.020311899228229895,0.020311899228229895,<->,"(3,-2) <-> (5,0)"
C,T1,0,1.868566611456911e-58,0.16035302430369236,0.16035302430369236,<--,"(4,0) <-- (0,0)"
C,T1,1,9.407508784555e-30,0.11305011433395507,0.11305011433395507,-->,"(4,-1) --> (0,0)"
C,T2,0,9.738918468787023e-54,0.15359926854289258,0.15359926854289258,<--,"(4,0) <-- (1,0)"
C,T2,1,7.824854759328214e-45,0.13991982347515647,0.13991982347515647,-->,"(4,-1) --> (1,0)"
C,u2,0,0.019434592576074113,0.02339401806409854,0.02339401806409854,<--,"(4,0) <-- (7,0)"
P,T1,0,0.024756691177218543,-0.022474244852199402,0.022474244852199402,<--,"(5,0) <-- (0,0)"
P,T1,1,3.617361183323564e-06,-0.0463426870117931,0.0463426870117931,-->,"(5,-1) --> (0,0)"
P,T1,2,9.296890215145435e-62,-0.16483573493048292,0.16483573493048292,-->,"(5,-2) --> (0,0)"
P,T2,1,0.019402654413614294,-0.023389626695174442,0.023389626695174442,-->,"(5,-1) --> (1,0)"
P,T2,2,7.879077562565293e-11,-0.0650040239250351,0.0650040239250351,-->,"(5,-2) --> (1,0)"
P,C,2,0.0077382108322203704,-0.026656777712718713,0.026656777712718713,-->,"(5,-2) --> (4,0)"
u1,T1,0,8.84591333058381e-11,0.06484314547972643,0.06484314547972643,-->,"(6,0) --> (0,0)"
u1,T1,1,0.0,0.5904416841296467,0.5904416841296467,-->,"(6,-1) --> (0,0)"
u1,T1,2,6.244436582672343e-05,-0.04005077531219181,0.04005077531219181,-->,"(6,-2) --> (0,0)"
u1,T2,2,0.00013274260797778152,0.038221159604231704,0.038221159604231704,-->,"(6,-2) --> (1,0)"
u1,C,1,0.02290852275309167,0.022768829285503098,0.022768829285503098,-->,"(6,-1) --> (4,0)"
u1,C,2,8.92489721222482e-10,-0.06128676976883672,0.06128676976883672,-->,"(6,-2) --> (4,0)"
u1,P,1,0.0,0.3807162233760195,0.3807162233760195,-->,"(6,-1) --> (5,0)"
u1,P,2,8.853595835390182e-61,0.16347820567983412,0.16347820567983412,-->,"(6,-2) --> (5,0)"
u2,T1,0,0.001280011314216148,0.03222247247412085,0.03222247247412085,-->,"(7,0) --> (0,0)"
u2,T1,2,1.4490591493006542e-93,-0.20321575057493718,0.20321575057493718,-->,"(7,-2) --> (0,0)"
u2,T2,0,1.8204090872379392e-06,0.0477314458806285,0.0477314458806285,-->,"(7,0) --> (1,0)"
u2,T2,1,0.0,0.5525321848078094,0.5525321848078094,-->,"(7,-1) --> (1,0)"
