source,target,lag,p_value,effect_size,abs_effect_size,connection_type,connection_string
T1,T2,0,2.5449806440432863e-208,0.30111221028735846,0.30111221028735846,-->,"(0,0) --> (1,0)"
T1,T2,1,2.234929568832972e-103,0.21361090676217748,0.21361090676217748,-->,"(0,-1) --> (1,0)"
T1,C,0,2.4003342665977494e-52,0.15155911368838115,0.15155911368838115,-->,"(0,0) --> (4,0)"
T1,C,1,1.3857344178985885e-12,0.07084540593929425,0.07084540593929425,-->,"(0,-1) --> (4,0)"
T1,C,2,0.00757625479636189,0.026726567523836998,0.026726567523836998,-->,"(0,-2) --> (4,0)"
T1,u1,0,0.00038554252750067417,0.03551598736599869,0.03551598736599869,<--,"(0,0) <-- (6,0)"
T2,T1,0,2.5449806440432863e-208,0.30111221028735846,0.30111221028735846,<--,"(1,0) <-- (0,0)"
T2,T1,1,2.695447777547816e-235,0.3192096377209903,0.3192096377209903,-->,"(1,-1) --> (0,0)"
T2,C,0,3.078420148332681e-48,0.14534727638682118,0.14534727638682118,-->,"(1,0) --> (4,0)"
T2,C,1,1.3810637094167833e-21,0.09532480950005934,0.09532480950005934,-->,"(1,-1) --> (4,0)"
T2,u2,0,9.270701156598902e-09,0.0574499448368697,0.0574499448368697,<--,"(1,0) <-- (7,0)"
T3,C,2,0.0004782425717197846,0.03495173092048167,0.03495173092048167,<->,"(2,-2) <-> (4,0)"
T3,P,2,0.009573805311929882,0.02593467533519254,0.02593467533519254,<->,"(2,-2) <-> (5,0)"
T3,u3,0,4.240596420133911e-26,0.10541452828285851,0.10541452828285851,<--,"(2,0) <-- (8,0)"
T4,C,2,0.019280293352571833,0.023427345124252527,0.023427345124252527,<->,"(3,-2) <-> (4,0)"
T4,P,1,0.03435139880585451,0.021177510473348368,0.021177510473348368,<->,"(3,-1) <-> (5,0)"
T4,P,2,0.042014659123127074,0.020351495838290844,0.020351495838290844,<->,"(3,-2) <-> (5,0)"
T4,u4,0,2.007262860780692e-11,0.06701139940103859,0.06701139940103859,<--,"(3,0) <-- (9,0)"
C,T1,0,2.4003342665977494e-52,0.15155911368838115,0.15155911368838115,<--,"(4,0) <-- (0,0)"
C,T1,1,1.7070984626191856e-49,0.14722668414433412,0.14722668414433412,-->,"(4,-1) --> (0,0)"
C,T2,0,3.078420148332681e-48,0.14534727638682118,0.14534727638682118,<--,"(4,0) <-- (1,0)"
C,T2,1,1.7865058183399376e-22,0.0974004489273813,0.0974004489273813,-->,"(4,-1) --> (1,0)"
C,T4,2,0.010790140176271439,0.025511134378163203,0.025511134378163203,<->,"(4,-2) <-> (3,0)"
C,u3,0,0.009287078693775635,0.026036610142106453,0.026036610142106453,<--,"(4,0) <-- (8,0)"
P,T1,1,4.0431039319952273e-11,-0.06601726048334157,0.06601726048334157,-->,"(5,-1) --> (0,0)"
P,T1,2,1.5521176965342713e-73,-0.18005996639061067,0.18005996639061067,-->,"(5,-2) --> (0,0)"
P,T2,1,4.443740259066793e-06,-0.04591757767181092,0.04591757767181092,-->,"(5,-1) --> (1,0)"
P,T2,2,5.277387175154601e-45,-0.14020854518893705,0.14020854518893705,-->,"(5,-2) --> (1,0)"
P,u2,0,0.010988012322116152,0.025448957447937345,0.025448957447937345,<--,"(5,0) <-- (7,0)"
P,u3,0,0.0347342411491578,0.021129513344828328,0.021129513344828328,<--,"(5,0) <-- (8,0)"
P,u4,0,0.006740731685878013,0.027113998298180127,0.027113998298180127,<--,"(5,0) <-- (9,0)"
u1,T1,0,0.00038554252750067417,0.03551598736599869,0.03551598736599869,-->,"(6,0) --> (0,0)"
u1,T1,1,0.0,0.5256265712989389,0.5256265712989389,-->,"(6,-1) --> (0,0)"
u1,T1,2,7.960225798428554e-41,-0.13329499389777494,0.13329499389777494,-->,"(6,-2) --> (0,0)"
u1,T2,1,1.485475644721159e-107,-0.21785072920657028,0.21785072920657028,-->,"(6,-1) --> (1,0)"
u1,T2,2,5.30762219004823e-237,-0.32032843693084934,0.32032843693084934,-->,"(6,-2) --> (1,0)"
u1,C,1,9.70400237562091e-16,0.08025419203731841,0.08025419203731841,-->,"(6,-1) --> (4,0)"
u1,C,2,1.6978332303256389e-12,-0.07055375136325386,0.07055375136325386,-->,"(6,-2) --> (4,0)"
